Sort order	Title	Photographer	Compound	Date	Subjects	Notes	Original Format/Size	Digital Format	Collection Name	Repository	Collection Source	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	Dates	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	0657. Shetland Pony [. . .].	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Shetland ponies--Louisiana--New Orleans--Photographs	The camera appears to stand in a studio setting looking toward a seated man holding the chin of a shetland pony.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060037r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/102	102	103.jpg	/LSU_NOE/image/103.jpg
	0657. Shetland Pony [. . .].	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Shetland ponies--Louisiana--New Orleans--Photographs	The camera appears to stand in a studio setting looking toward a seated man holding the chin of a shetland pony.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060037v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/103	103	104.jpg	/LSU_NOE/image/104.jpg
	0677. Oregon Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Oregon exhibition booth.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060038r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/104	104	105.jpg	/LSU_NOE/image/105.jpg
	0677. Oregon Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Oregon exhibition booth.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060038v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/105	105	106.jpg	/LSU_NOE/image/106.jpg
	0678. Government & States Building from East Gallery.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands on an upper level walkway inside an exhibition building looking out and down toward the exhibition floor. A taxidermied elk and moose stand atop a pavilion in the right foreground. Signs for Nebraska, Corn, and Montana can be seen in the mid- and background.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060039r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/106	106	107.jpg	/LSU_NOE/image/107.jpg
	0678. Government & States Building from East Gallery.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands on an upper level walkway inside an exhibition building looking out and down toward the exhibition floor. A taxidermied elk and moose stand atop a pavilion in the right foreground. Signs for Nebraska, Corn, and Montana can be seen in the mid- and background.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060039v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/107	107	108.jpg	/LSU_NOE/image/108.jpg
	0686. Persimmon Exhibit, Mexican Section, Hort'l Hall.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking down one axis of the horticulture building. Tables loaded with persimmons stand in the foreground.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060040r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/108	108	109.jpg	/LSU_NOE/image/109.jpg
	0686. Persimmon Exhibit, Mexican Section, Hort'l Hall.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking down one axis of the horticulture building. Tables loaded with persimmons stand in the foreground.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060040v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/109	109	110.jpg	/LSU_NOE/image/110.jpg
0432	Main Building From The Electric Light Tower.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibition buildings--Louisiana--New Orleans--Photographs;  Aerial views--Photographs	The camera stands high above ground level looking down on and toward the main exhibition building. The S. C. Forsaith Machine Company, Manchester, U.K., building occupies the midground of the image. The main exhibition building lies behind and perpendicular to the Forsaith building. On the recto a holographic inscription reads, "International Exhibition, New Orleans;" on the verso a holographic inscription in ink reads, "General view of the great international exhibition buildings at New Orleans." There is an additional holographic inscription in pencil reading, "15c/Now 5c"	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060031	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/110	110	111.cpd	/LSU_NOE/image/111.cpd
0495	Michigan Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Michigan exhibition booth that appears to be under construction.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060032	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/111	111	112.cpd	/LSU_NOE/image/112.cpd
0514	U. S. Post Office Department, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands on an upper level walkway inside an exhibition building looking out and down toward the exhibition floor. The Post Office exhibition booth stands on the right midground of the image.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060033	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/112	112	113.cpd	/LSU_NOE/image/113.cpd
0521	The Old Bell "Independence." The Washington Artillery Escort.	Centennial Photographic Company	Yes	1883	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Cannons--Louisiana--New Orleans--Photographs;  Artillery (Troops)--Louisiana--New Orleans--Photographs;  Steamboats--Louisiana--New Orleans--Photographs	The camera stands at ground level looking down a dirt surface toward two groups of men in uniform standing on either side of two cannons that face the camera. A crowd in civilian dress stands on three sides of the men and their cannons. In the background two steamboats appear to be moored.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060034	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1883		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/113	113	114.cpd	/LSU_NOE/image/114.cpd
0637	Kansas Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Kansas exhibition booth.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060035	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/114	114	115.cpd	/LSU_NOE/image/115.cpd
0638	Kansas Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands on an upper level walkway inside an exhibition building looking out and down toward the exhibition floor. The Kansas exhibition booth sign towers over the exhibition area.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060036	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/115	115	116.cpd	/LSU_NOE/image/116.cpd
0657	Shetland Pony [. . .].	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Shetland ponies--Louisiana--New Orleans--Photographs	The camera appears to stand in a studio setting looking toward a seated man holding the chin of a shetland pony.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060037	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/116	116	117.cpd	/LSU_NOE/image/117.cpd
0677	Oregon Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Oregon exhibition booth.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060038	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/117	117	118.cpd	/LSU_NOE/image/118.cpd
0678	Government & States Building from East Gallery.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands on an upper level walkway inside an exhibition building looking out and down toward the exhibition floor. A taxidermied elk and moose stand atop a pavilion in the right foreground. Signs for Nebraska, Corn, and Montana can be seen in the mid- and background.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060039	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/118	118	119.cpd	/LSU_NOE/image/119.cpd
0686	Persimmon Exhibit, Mexican Section, Hort'l Hall.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking down one axis of the horticulture building. Tables loaded with persimmons stand in the foreground.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060040	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/119	119	120.cpd	/LSU_NOE/image/120.cpd
	0711. North Horticulture Hall. The Conservatory.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs	The camera stands at floor level looking down the axis of the conservatory. A number of men and women stand along the aisle.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060041r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/120	120	121.jpg	/LSU_NOE/image/121.jpg
	0711. North Horticulture Hall. The Conservatory.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs	The camera stands at floor level looking down the axis of the conservatory. A number of men and women stand along the aisle.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060041v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/121	121	122.jpg	/LSU_NOE/image/122.jpg
	0746. Live Oaks & Main Building.	George F. Mugnier, Photographer, 24 Exchange Place, New Orleans	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibition buildings--Louisiana--New Orleans--Photographs<br>Oaks--Louisiana--New Orleans--Photographs<br>Landscape photographs	The camera stands at ground level looking past a live oak toward the Main Exhibition Building.	Albumen prints<br>5.00" x 8.00"	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060042r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/122	122	123.jpg	/LSU_NOE/image/123.jpg
