Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/667	667	695.jp2	/p16313coll76/image/695.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/668	668	696.jp2	/p16313coll76/image/696.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/669	669	697.jp2	/p16313coll76/image/697.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/670	670	698.jp2	/p16313coll76/image/698.jp2
Charles de Rabars to Auguste Doussan, 1829 Nov. 26	Rabars, Charles de	1829-11-26	1 letter.	Bordeaux, November 26, 1829, Charles de Rabars to Auguste Doussan at Hôtel des Abeilles, Paris.  De Rabars is upset over having gone to the Hôtel des Abeilles when he was in Paris to pay a surprise visit on Auguste, only to have the latter not be present.  The writer mentions Béranger in passing.  De Rabars is mad at Auguste's brother for not having written. 	Charles de Rabars, Bordeaux, to Auguste Doussan at Hôtel des Abeilles, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest.  Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars relates his disappointment over having travelled to Paris to visit Auguste Doussan only to have the latter not be present and for Auguste not having written. 	French.	Text.	Rabars, Charles de; Doussan, Auguste Alexandre; Doussan, Antoine J.; French Americans--Louisiana; Bordeaux (France)--History--19th Century; Paris (France)--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 305	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/671	671	699.cpd	/p16313coll76/image/699.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/672	672	700.jp2	/p16313coll76/image/700.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/673	673	701.jp2	/p16313coll76/image/701.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/674	674	702.jp2	/p16313coll76/image/702.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/675	675	703.jp2	/p16313coll76/image/703.jp2
Charles de Rabars to Auguste Doussan, 1829 Sep. 15	Rabars, Charles de	1829-09-15	1 letter.	Bordeaux, September 15, 1829, Charles de Rabars to Auguste Doussan at Hôtel des Abeilles, Paris.  De Rabars and daughter had been sick.  De Rabars gives Auguste advice concerning women. 	Charles de Rabars, Bordeaux, to Auguste Doussan at Hôtel des Abeilles, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. De Rabars relates that his daughter has been sick and gives Auguste advice about women. 	French.	Text.	Rabars, Charles de; Doussan, Auguste Alexandre; Bordeaux (France)--History--19th Century; Paris (France)--History--19th Century; Man-Woman Relationships--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 304	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/676	676	704.cpd	/p16313coll76/image/704.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/677	677	705.jp2	/p16313coll76/image/705.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/678	678	706.jp2	/p16313coll76/image/706.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/679	679	707.jp2	/p16313coll76/image/707.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/680	680	708.jp2	/p16313coll76/image/708.jp2
Charles de Rabars to Auguste Doussan, 1830 Aug. 6	Rabars, Charles de	1830-08-06	1 letter.	Barège, France, August 6, 1830, Charles de Rabars to Auguste Doussan at Hôtel des Abeilles, Paris.  De Rabars is concerned about Auguste in the wake of the July Revolution of 1830 in Paris and wonders if Auguste is even in the city.  De Rabars is sorry that he was not in Bordeaux to receive Auguste's friend, and he playfully expresses jealousy while reiterating his affection for Auguste.  De Rabars' daughter is in much better health, and the family has been mountain climbing. 	Charles de Rabars, Barège, to Auguste Doussan at Hôtel des Abeilles, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars expresses concern for Auguste in the wake of the July Revolution of 1830 and regrets not being in Bordeaux to receive Auguste's friend. De Rabars relates his daughter's improving health. 	French.	Text.	Rabars, Charles de; Doussan, Auguste Alexandre; Bordeaux (France)--History--19th Century; Paris (France)--History--19th Century; Male Friendship--France--19th Century; France--Politics and Government--18th Century, 19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 306	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/681	681	709.cpd	/p16313coll76/image/709.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/682	682	710.jp2	/p16313coll76/image/710.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/683	683	711.jp2	/p16313coll76/image/711.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/684	684	712.jp2	/p16313coll76/image/712.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/685	685	713.jp2	/p16313coll76/image/713.jp2
Antoine Doussan to Jean Joseph Merle, 1842 Sep. 19	Doussan, Antoine J.	1842-09-19	1 letter.	Baton Rouge, September 19, 1842, Antoine Doussan to Jean Joseph Merle at Gourdon, France.  Mainly a business letter.	Antoine Doussan, Baton Rouge, to Jean Joseph Merle at Gourdon, France. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana.Antoine discusses business affairs.  	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Gourdon (France)--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 324	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/686	686	714.cpd	/p16313coll76/image/714.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/687	687	715.jp2	/p16313coll76/image/715.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/688	688	716.jp2	/p16313coll76/image/716.jp2
Aug. Doussan Son Compte Courant avec A.J. Doussan, 1844 May	Doussan, Antoine J.	1844-05	1 letter.	Aug. Doussan Son Compte Courant avec A.J. Doussan.'  Statements for March 1843-May 1844.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This letter contains financial statements for March 1843-May 1844.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1874	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 355	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/689	689	717.cpd	/p16313coll76/image/717.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/690	690	718.jp2	/p16313coll76/image/718.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/691	691	719.jp2	/p16313coll76/image/719.jp2
Charles de Rabars to Auguste Doussan, 1831 Apr. 26	Rabars, Charles de	1831-04-26	1 letter.	(Brun?), April 26, 1831, Charles de Rabars to Auguste Doussan.  De Rabars is saddened and has not written because he has lost a brother.  Again he expresses how much he would like to see Auguste.	Charles de Rabars to Auguste Doussan.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rebars explains that he has not written due to the death of a brother and expresses a desire to see Auguste.	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Male Friendship--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 309	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/692	692	720.cpd	/p16313coll76/image/720.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/693	693	721.jp2	/p16313coll76/image/721.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/694	694	722.jp2	/p16313coll76/image/722.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/695	695	723.jp2	/p16313coll76/image/723.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/696	696	724.jp2	/p16313coll76/image/724.jp2
Charles de Rabars to Auguste Doussan, 1831 Aug. 2	Rabars, Charles de	1831-08-02	1 letter.	August 2, 1831, Charles de Rabars to Auguste Doussan in Gourdon near Grasse, Var, France.  De Rabars mentions that Auguste wrote little while in Digne and hopes that he will write more while in Gourdon.  De Rabars says that Auguste's brother Louis is with 'Doussan' (Auguste's other brother Antoine), who has arrived in France.  De Rabars is happy that the Doussan brothers together will be revisiting the place of their childhood (Gourdon).  A Mr. Sarpy is mentioned.  In the middle of the letter, De Rabars injects the English line: 'Farewell my dear friend I love you very much.'	Charles de Rabars to Auguste Doussan in Gourdon near Grasse, Var, France.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars says that Antoine Doussan has arrived in France and is with his brother, Louis Doussan.  De Rabars relates that the Doussan brothers will be revisiting the place of their childhood (Gourdon).	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Doussan, Antoine J.; Doussan, Louis; Gourdon (France)--History--19th Century; Grasse (France)--History--19th Century; Var (France)--History--19th Century; Male Friendship--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 311	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/697	697	725.cpd	/p16313coll76/image/725.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/698	698	726.jp2	/p16313coll76/image/726.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/699	699	727.jp2	/p16313coll76/image/727.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/700	700	728.jp2	/p16313coll76/image/728.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/701	701	729.jp2	/p16313coll76/image/729.jp2
Charles de Rabars to Auguste Doussan, 1831 Jan. 7	Rabars, Charles de	1831-01-07	1 letter.	Bordeaux, January 7, 1831, Charles de Rabars to Auguste Doussan, Rue du Cloître Saint Benoît, Paris.  De Rabars mentions that people have been suffering from political events and financial reversals.  He is going to spend time in the country near Libourne after having been ill and will keep an apartment in town for the sake of his children.  He wants Auguste to visit him in the country before the latter goes to New England.  De Rabars complains about Auguste's brother ('l'Américain') for not writing. 	Charles de Rabars, Bordeaux, to Auguste Doussan, Rue du Cloître Saint Benoît, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars reports that people have been suffering from political events and financial reversals and reports that he will be spending time near Libourne while recovering from an illness. De Rabars writes of his desire for Auguste to visit him in the country before the latter goes to New England and reports that Antoine, referred to as 'l'Américain', has not been writing him. 	French.	Text.	Rabars, Charles de; Doussan, Auguste Alexandre; Doussan, Antoine J.; French Americans--Louisiana; Bordeaux (France)--History--19th Century; Paris (France)--History--19th Century; Libourne (France)--History--19th Century; France--Politics and Government--18th Century, 19th Century; France--Economic Conditions--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 307	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/702	702	730.cpd	/p16313coll76/image/730.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/703	703	731.jp2	/p16313coll76/image/731.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/704	704	732.jp2	/p16313coll76/image/732.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/705	705	733.jp2	/p16313coll76/image/733.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/706	706	734.jp2	/p16313coll76/image/734.jp2
Charles de Rabars to Auguste Doussan, 1831 June 18-19	Rabars, Charles de	1831-06-18,19	1 letter.	Mailed from Libourne, Written at 'Brun' (?), June 18-19, 1831, Charles de Rabars to Auguste Doussan at Grand Hôtel de Castille, Boulevard des Italiens, Paris.  De Rabars elaborates upon friendship again, especially as it exists between men of different ages.  De Rabars now loves Auguste as much as the former does Antoine, whom he has known for 20 years. 	Charles de Rabars, Libourne, to Auguste Doussan at Grand Hôtel de Castille, Boulevard des Italiens, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars discusses friendship especially as it exists between men of different ages. He also details his affection for Auguste.   	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Doussan, Antoine J.; Libourne (France)--History--19th Century; Paris (France)--History--19th Century; Male Friendship--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 310	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/707	707	735.cpd	/p16313coll76/image/735.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/708	708	736.jp2	/p16313coll76/image/736.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/709	709	737.jp2	/p16313coll76/image/737.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/710	710	738.jp2	/p16313coll76/image/738.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/711	711	739.jp2	/p16313coll76/image/739.jp2
Charles de Rabars to Auguste Doussan, 1831 Mar. 12	Rabars, Charles de	1831-03-12	1 letter.	(Written at 'Brun' ?), Mailed from Libourne, France, March 12, 1831, Charles de Rabars to Auguste Doussan, Rue Cloître St. Benoît, Paris.  De Rabars wants Auguste to spend time in the Bordeaux area before Auguste leaves France for Louisiana.  Auguste should encounter no trouble traveling as long as there is no war with England. 	Charles de Rabars, Libourne, to Auguste Doussan, Rue du Cloître Saint Benoît, Paris.  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars expresses his desire to have Auguste visit him in the Bordeaux area before Auguste travels to Louisiana. 	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Libourne (France)--History--19th Century; Paris (France)--History--19th Century; Bordeaux (France)--History--19th Century; Emigrants and Immigrants--Louisiana--19th Century; France--Politics and Government--18th Century, 19th Century; Europe, Western--Politics and Government	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 308	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/712	712	740.cpd	/p16313coll76/image/740.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/713	713	741.jp2	/p16313coll76/image/741.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/714	714	742.jp2	/p16313coll76/image/742.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/715	715	743.jp2	/p16313coll76/image/743.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/716	716	744.jp2	/p16313coll76/image/744.jp2
