Title	Date	Caption/Description	Notes	Format	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name	Source	Type	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Jennings Quadrangle, LA, 1935	1935	Planimetric map of Jennings Quadrangle, Jefferson Davis Parish, LA, 1935.		TIF	U.S. Geological Survey.   Jennings Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Jefferson Davis Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/116	116	153.jp2	/p15140coll35/image/153.jp2
Johnsons Bayou Quadrangle, LA, 1935	1935	Planimetric map of Johsons Bayou Quadrangle, Cameron Parish, LA, 1935.		TIF	U.S. Geological Survey.   Johnsons Bayou Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Hilliard, J.C.	Cameron Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/117	117	154.jp2	/p15140coll35/image/154.jp2
Kaplan Quadrangle, LA, 1932	1932	Planimetric map of Kaplan Quadrangle, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Kaplan Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/118	118	155.jp2	/p15140coll35/image/155.jp2
Labranche Quadrangle, LA, 1938	1938	Planimetric map of Labranche Quadrangle, St. Charles and Jefferson Parishes, LA, 1938.		TIF	U.S. Geological Survey.   Labranche Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1938.	Law, J.A.	Saint Charles Parish (La.)--Maps, Topographic, Jefferson Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/119	119	156.jp2	/p15140coll35/image/156.jp2
Lac des Allemands Quadrangle, N.E. Quarter, LA, 1932	1932	Planimetric map of Lac des Allemands Quadrangle, N.E. Quarter, St. Charles and St. John the Baptist Parishes, LA, 1932.		TIF	U.S. Geological Survey.   Lac des Allemands Quadrangle, N.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Saint Charles Parish (La.)--Maps, Topographic, Saint John the Baptist Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/120	120	157.jp2	/p15140coll35/image/157.jp2
Lac des Allemands Quadrangle, N.W. Quarter, LA, 1932	1932	Planimetric map of Lac des Allemands Quadrangle, N.W Quarter, Lafourche and St. James Parishes, LA, 1932.		TIF	U.S. Geological Survey.   Lac des Allemands Quadrangle, N.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/121	121	158.jp2	/p15140coll35/image/158.jp2
Lac des Allemands Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of Lac des Allemands Quadrangle, S.E. Quarter, Lafourche Parish, LA, 1932.		TIF	U.S. Geological Survey.   Lac des Allemands Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/122	122	159.jp2	/p15140coll35/image/159.jp2
Lacassine Quadrangle, LA, 1932	1932	Planimetric map of Lacassine Quadrangle, Jefferson Davis Parish, LA, 1932.		TIF	U.S. Geological Survey.   Lacassine Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Jefferson Davis Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/123	123	160.jp2	/p15140coll35/image/160.jp2
Lafourche Quadrangle, LA, 1938	1938	Planimetric map of Lafourche Quadrangle, Lafourche and Terrebonne Parishes, LA, 1938.		TIF	U.S. Geological Survey.   Lafourche Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1938.	Brewer, W. B., Leachman, J.B.	Lafourche Parish (La.)--Maps, Topographic, Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/124	124	161.jp2	/p15140coll35/image/161.jp2
Lagan Quadrangle, LA, 1938	1938	Planimetric map of Lagan Quadrangle, Lafourche and St. James Parishes, LA, 1938.		TIF	U.S. Geological Survey.   Lagan Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1938.	Shumate, J.A., Elshire, Elmer	Lafourche Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/125	125	162.jp2	/p15140coll35/image/162.jp2
Lafayette Quadrangle, LA, 1934	1934	Planimetric map of Lafayette Quadrangle, Lafayette Parish, LA, 1934.		TIF	U.S. Geological Survey.   Lafayette Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1934.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Lafayette Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/126	126	163.jp2	/p15140coll35/image/163.jp2
Lake Arthur Quadrangle, LA, 1933	1933	Planimetric map of Lake Arthur Quadrangle, Jefferson Davis Parish, LA, 1933.		TIF	U.S. Geological Survey.   Lake Arthur Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1933.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Jefferson Davis Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/127	127	164.jp2	/p15140coll35/image/164.jp2
Lake Athanasio Quadrangle, LA, 1935	1935	Planimetric map of Lake Athanasio Quadrangle, LA, 1935.		TIF	U.S. Geological Survey.   Lake Athanasio Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Louisiana--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/128	128	165.jp2	/p15140coll35/image/165.jp2
Lake Batola Quadrangle, LA, 1935	1935	Planimetric map of Lake Batola Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Lake Batola Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/129	129	166.jp2	/p15140coll35/image/166.jp2
Lake Calebasse Quadrangle, LA, 1935	1935	Planimetric map of Lake Calebasse Quadrangle, Plaquemines and St. Bernard Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Lake Calebasse Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic, Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/130	130	167.jp2	/p15140coll35/image/167.jp2
Lake Cataouatche East Quadrangle, LA, 1932	1932	Planimetric map of Lake Cataouatche East Quadrangle, St. Charles and Jefferson Parishes, LA, 1932.		TIF	U.S. Geological Survey.   Lake Cataouatche East Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.		Saint Charles Parish (La.)--Maps, Topographic, Jefferson Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/131	131	168.jp2	/p15140coll35/image/168.jp2
Cypres Mort Pt. Quadrangle, LA, 1932	1932	Planimetric map of Cypres Mort Pt. Quadrangle, Iberia Parish, LA, 1932.		TIF	U.S. Geological Survey.   Cypres Mort Pt. Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Iberia Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/132	132	64.jp2	/p15140coll35/image/64.jp2
Delacroix Quadrangle, LA, 1935	1935	Planimetric map of Delacroix Quadrangle, Plaquemines and St. Bernard Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Delacroix Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic, Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/133	133	65.jp2	/p15140coll35/image/65.jp2
Derniere Quadrangle, LA, 1935	1935	Planimetric map of Derniere Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   Derniere Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/134	134	66.jp2	/p15140coll35/image/66.jp2
Dog Lake Quadrangle, LA, 1935	1935	Planimetric map of Dog Lake Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   Dog Lake Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/135	135	67.jp2	/p15140coll35/image/67.jp2
Donaldsonville Quadrangle, LA, 1935	1935	Planimetric map of Donaldsonville Quadrangle, Ascension, Assumption and St. James Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Donaldsonville Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Ascension Parish (La.)--Maps, Topographic, Assumption Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/136	136	68.jp2	/p15140coll35/image/68.jp2
Door Point Quadrangle, LA, 1935	1935	Planimetric map of Door Point Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Door Point Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/137	137	69.jp2	/p15140coll35/image/69.jp2
Drum Bay Quadrangle, LA, 1935	1935	Planimetric map of Drum Bay Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Drum Bay Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/138	138	70.jp2	/p15140coll35/image/70.jp2
Dulac sheet, LA, 1891	1891	Planimetric map of Dulac sheet, Terrebonne Parish, LA, 1891.		TIF	U.S. Geological Survey.   Dulac Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1891.	Gannett, Henry, 1846-1914	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/139	139	71.jp2	/p15140coll35/image/71.jp2
East Derniere Quadrangle, LA, 1935	1935	Planimetric map of East Derniere Quadrangle, Terrebonne Parish, LA, 1935.		TIF	U.S. Geological Survey.   East Derniere Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/140	140	72.jp2	/p15140coll35/image/72.jp2
English Lookout Quadrangle, LA, 1935	1935	Planimetric map of English Lookout Quadrangle, St. Tammany Parish, LA, 1935.		TIF	U.S. Geological Survey.   East Lookout Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Tammany Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/141	141	73.jp2	/p15140coll35/image/73.jp2
Duson Quadrangle, LA, 1940	1940	Planimetric map of Duson Quadrangle, Lafayette Parish, LA, 1940.		TIF	U.S. Geological Survey.   Duson Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1940.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Lafayette Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/142	142	74.jp2	/p15140coll35/image/74.jp2
Estherwood Quadrangle, LA, 1933	1933	Planimetric map of Estherwood Quadrangle, Acadia Parish, LA, 1933.		TIF	U.S. Geological Survey.   Estherwood Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1933.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Acadia Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/143	143	75.jp2	/p15140coll35/image/75.jp2
False Mouth Bayou Quadrangle, LA, 1935	1935	Planimetric map of False Mouth Bayou Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   False Mouth Bayou Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/144	144	76.jp2	/p15140coll35/image/76.jp2
Five Lakes Quadrangle, LA, 1935	1935	Planimetric map of Five Lakes Quadrangle, Cameron Parish, LA, 1935.		TIF	U.S. Geological Survey.   Five Lakes Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Reineck, R. H.	Cameron Parish (La.)--Maps, Topographic, Reineck, R. H.	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/145	145	77.jp2	/p15140coll35/image/77.jp2
