Title	Compound	Photographer	Notes	Biographical Information	Description	Type	Date	Original Format/Size	Subject(s)	Geographic Focus	Collection Name	Box	Folder	Series	Sub-series	Digital Format	Digital Reproduction Information	Repository	Dates	Item Number	Related Items	Restrictions	Cataloger	Contact and Ordering Information	Cataloged date	Item URL	OCR	Cite As	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2819	2819	3103.jpg		/LSU_UAP/image/3103.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2820	2820	3104.jpg		/LSU_UAP/image/3104.jpg
Man in tobacco field	1	Unknown	Audubon Sugar School is a branch of Louisiana State University.				n.d.	Gelatin silver prints; 6.75in x 4.75in	Audubon Sugar School--Photographs.; Tobacco--Louisiana--New Orleans--Photographs.; Sugar Experiment Station (La.)--Photographs.		LSU Photograph Collection, 1886-1926	2	9	Audubon Sugar School	Cotton & Tobacco then Fertilizer Plots			Louisiana State University Libraries, Special Collections		a50000381c				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2821	2821	3105.cpd		/LSU_UAP/image/3105.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2822	2822	3106.jpg		/LSU_UAP/image/3106.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2823	2823	3107.jpg		/LSU_UAP/image/3107.jpg
Corner in Agricultural Chemistry Laboratory, Audubon Sugar School	1	Unknown	Chemical lab with glass vials, beakers, and burners shown. Audubon Sugar School is a branch of Louisiana State University.				1909	Gelatin silver prints; 10.00in x 8.00in	Audubon Sugar School--Photographs.; Sugar Experiment Station (La.)--Photographs.; Agricultural chemistry laboratories--Louisiana--New Orleans--Photographs.		LSU Photograph Collection, 1886-1926	2	1	Audubon Sugar School				Louisiana State University Libraries, Special Collections		a50000343				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2824	2824	3108.cpd		/LSU_UAP/image/3108.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2825	2825	3109.jpg		/LSU_UAP/image/3109.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2826	2826	3110.jpg		/LSU_UAP/image/3110.jpg
Unidentified  in uniform	1	A. D. Lytle, Baton Rouge, LA	On back- From Bessie Colomb. Student seated and holding a sword.				1870	Albumen prints; 2.50in x 4.00in	Military cadets--Louisiana--Baton Rouge--Photographs.; Louisiana State University (Baton Rouge, La.)--Students--Photographs.; Lytle, Andrew D., 1834-1917.		LSU Photograph Collection, 1886-1926	10	none	Class & Student Portraits				Louisiana State University Libraries, Special Collections		a50000153				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2827	2827	3111.cpd		/LSU_UAP/image/3111.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2828	2828	3112.jpg		/LSU_UAP/image/3112.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2829	2829	3113.jpg		/LSU_UAP/image/3113.jpg
Campus grounds, Pentagon Barracks in background	1	Unknown	Men believed to be William Dalrymple (left) and Thomas Boyd (right).				n.d.	Gelatin silver prints; 9.50in x 7.50in	Boyd, Thomas Duckett, 1854-1932--Photographs.; Dormitories--Louisiana--Baton Rouge--Photographs.; Dalrymple, William Haddock, 1856-1925--Photographs.; Pentagon Barracks (Baton Rouge, La.)--Photographs.		LSU Photograph Collection, 1886-1926	5	4	Buildings	Aerial views & Campus grounds			Louisiana State University Libraries, Special Collections		a50000057				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2830	2830	3114.cpd		/LSU_UAP/image/3114.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2831	2831	3115.jpg		/LSU_UAP/image/3115.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2832	2832	3116.jpg		/LSU_UAP/image/3116.jpg
Group of men standing in front of Audubon sugar experiment station building	1	Unknown	Twelve unidentified men.  Audubon Sugar School is a branch of Louisiana State University.				1902	Gelatin silver prints; 6.50in x 4.75in	Agricultural experiment stations--Louisiana--New Orleans--Photographs.; Audubon Sugar School--Photographs.; Sugar Experiment Station (La.)--Photographs.		LSU Photograph Collection, 1886-1926	2	5	Audubon Sugar School				Louisiana State University Libraries, Special Collections		a50000366				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2833	2833	3117.cpd		/LSU_UAP/image/3117.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2834	2834	3118.jpg		/LSU_UAP/image/3118.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2835	2835	3119.jpg		/LSU_UAP/image/3119.jpg
Lectern Room Chemical Laboratory, La. State University	1	Unknown	Chemical Laboratory interior showing classroom. Title from back.				n.d.	Gelatin silver prints; 9.00in x 7.00in	Louisiana State University Chemical Laboratory (Baton Rouge, La.)--Photographs.; Louisiana State University and Agricultural and Mechanical College. Dept. of Chemistry--Photographs.; Science rooms and equipment--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	3	10	Colleges & Departments	Chemistry			Louisiana State University Libraries, Special Collections		a50000080				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2836	2836	3120.cpd		/LSU_UAP/image/3120.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2837	2837	3121.jpg		/LSU_UAP/image/3121.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2838	2838	3122.jpg		/LSU_UAP/image/3122.jpg
Laboratory for quantative analysis, Audubon Sugar School	1	Unknown	Wide view of a large chemical laboratory showing cabinetry with equipment on top. Audubon Sugar School is a branch of Louisiana State University.				1909	Gelatin silver prints; 10.00in x 8.00in	Audubon Sugar School--Photographs.; Sugar Experiment Station (La.)--Photographs.; Agricultural laboratories--Louisiana--New Orleans--Photographs.		LSU Photograph Collection, 1886-1926	2	1	Audubon Sugar School				Louisiana State University Libraries, Special Collections		a50000342				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2839	2839	3123.cpd		/LSU_UAP/image/3123.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2840	2840	3124.jpg		/LSU_UAP/image/3124.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2841	2841	3125.jpg		/LSU_UAP/image/3125.jpg
Veterinary Science Class, View in Classroom, class, and Dr. W. H. Dalrymple. About 1913-1914	1	Unknown	Classroom interior showing cadets, with Auzoux horse model. Handwritten on back- Veterinary Science Class, View in Classroom, [â€¦] class, & Dr. W. H. Dalrymple. About 1913-1914; Stamped on back- Department of Archives Louisiana State University.				c. 1913	Gelatin silver prints; 9.50in x 7.75in	Classrooms--Louisiana--Baton Rouge--Photographs.; Veterinary medicine--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs.; Classes (Groups of students)--Louisiana--Baton Rouge--Photographs.; Dalrymple, William Haddock, 1856-1925--Photograph		LSU Photograph Collection, 1886-1926	3	1	Colleges & Departments	Vet Science			Louisiana State University Libraries, Special Collections		a50000084				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2842	2842	3126.cpd		/LSU_UAP/image/3126.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2843	2843	3127.jpg		/LSU_UAP/image/3127.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2844	2844	3128.jpg		/LSU_UAP/image/3128.jpg
Agriculture students analyzing soils	1	Unknown	Handwritten on front- Agriculture students analyzing soils. Handwritten on back- At front table, white shirt, is R.C. Calloway, about 1913-14.				1913	Gelatin silver prints; 6.50in x 4.50in	Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs.; Calloway, R. C.--Photographs.; Soil science--Louisiana--Baton Rouge--Photographs.; Soils--Louisiana--Analysis--Photographs.		LSU Photograph Collection, 1886-1926	11		Colleges & Departments	Agriculture			Louisiana State University Libraries, Special Collections		a50000244				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2845	2845	3129.cpd		/LSU_UAP/image/3129.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2846	2846	3130.jpg		/LSU_UAP/image/3130.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2847	2847	3131.jpg		/LSU_UAP/image/3131.jpg
Fertilizer Plots	1	Unknown	Students in cotton field.  Audubon Sugar School is a branch of Louisiana State University.				n.d.	Gelatin silver prints; 9.75in x 7.75in	Audubon Sugar School--Photographs.; Sugar Experiment Station (La.)--Photographs.; Cotton growing--Louisiana--New Orleans--Photographs.		LSU Photograph Collection, 1886-1926	2	8	Audubon Sugar School	Cotton & Tobacco then Fertilizer Plots			Louisiana State University Libraries, Special Collections		a50000381a				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2848	2848	3132.cpd		/LSU_UAP/image/3132.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2849	2849	3133.jpg		/LSU_UAP/image/3133.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2850	2850	3134.jpg		/LSU_UAP/image/3134.jpg
Chemistry Building 1899	1	Unknown	Chemical Laboratory exterior view from the northwest, with The Colony dormitory and the President's Residence in background. Handwritten on back- Chemistry Building 1899. One of oldest buildings on old Campus; Handwritten on back of duplicate image- Old Chemistry Building - 1899.				1899	Gelatin silver prints; 9.50in x 7.50in	Louisiana State University Chemical Laboratory (Baton Rouge, La.)--Photographs.; Colony (Baton Rouge, La.)--Photographs.; Louisiana State University Presidentâ€™s Residence (Baton Rouge, La.)--Photographs.		LSU Photograph Collection, 1886-1926	3	8	Buildings	Chemical Laboratory			Louisiana State University Libraries, Special Collections		a50000006				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2851	2851	3135.cpd		/LSU_UAP/image/3135.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2852	2852	3136.jpg		/LSU_UAP/image/3136.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2853	2853	3137.jpg		/LSU_UAP/image/3137.jpg
