Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
B.Y.P.U. and Sunday School Encampment, Mandeville, La. July 9-16	1907	Postcard : b&w ; 3 x 5 in.		Mandeville, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/347	347	348.cpd	/p16313coll10/image/348.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/348	348	349.jp2	/p16313coll10/image/349.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/349	349	350.jp2	/p16313coll10/image/350.jp2
Bank Building, Morgan City, La	1908	Postcard : b&w ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	Published By R.L. Gougenheim; The Spot, Morgan City, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/350	350	351.cpd	/p16313coll10/image/351.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/351	351	352.jp2	/p16313coll10/image/352.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/352	352	353.jp2	/p16313coll10/image/353.jp2
Bank of Ascension, Donaldsonville, La	1910	Postcard : b&w ; 3 x 5 in.		Donaldsonville, La.	Picture postcards.; Photographic prints.	Published for V.L. Duffel by Rosin & Co., Phila. and N.Y. Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/353	353	354.cpd	/p16313coll10/image/354.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/354	354	355.jp2	/p16313coll10/image/355.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/355	355	356.jp2	/p16313coll10/image/356.jp2
Bank of Hammond, Hammond, La	1907	Postcard : b&w ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/356	356	357.cpd	/p16313coll10/image/357.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/357	357	358.jp2	/p16313coll10/image/358.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/358	358	359.jp2	/p16313coll10/image/359.jp2
Bank of Leesville, Leesville, La. 1	1907	Postcard : b&w ; 3 x 5 in.		Leesville, La.	Picture postcards.; Photographic prints.	Published by E.P. Smith, Leesville, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/359	359	360.cpd	/p16313coll10/image/360.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/360	360	361.jp2	/p16313coll10/image/361.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/361	361	362.jp2	/p16313coll10/image/362.jp2
Bank of Leesville, Leesville, La. 2	1908	Postcard : b&w ; 3 x 5 in.		Leesville, La.	Picture postcards.; Photographic prints.	Bradford & Co., St. Joseph, Michigan.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/362	362	363.cpd	/p16313coll10/image/363.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/363	363	364.jp2	/p16313coll10/image/364.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/364	364	365.jp2	/p16313coll10/image/365.jp2
Bank of Lockport, Lockport, La	1907? - 1908?	Postcard : b&w ; 3 x 5 in.		Lockport, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/365	365	366.cpd	/p16313coll10/image/366.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/366	366	367.jp2	/p16313coll10/image/367.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/367	367	368.jp2	/p16313coll10/image/368.jp2
Bank of Slidell, Slidell, La	1907? - 1911?	Postcard : color ; 3 x 5 in.		Slidell, La.	Picture postcards.; Photographic prints.	Published by H.G. Zimmerman & Co. Chicago	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/368	368	369.cpd	/p16313coll10/image/369.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/369	369	370.jp2	/p16313coll10/image/370.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/370	370	371.jp2	/p16313coll10/image/371.jp2
Bank of West Feliciana, St. Francisville, La	1908	Postcard : b&w ; 3 x 5 in.		St. Francisville, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/371	371	372.cpd	/p16313coll10/image/372.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/372	372	373.jp2	/p16313coll10/image/373.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/373	373	374.jp2	/p16313coll10/image/374.jp2
Bank, Drug Store, and Post Office, Lutcher, La	1907? - 1911?	Postcard : color ; 3 x 5 in.		Lutcher, La.	Picture postcards.; Photographic prints.	H.G. Zimmerman & Co., Chicago. Printed in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/374	374	375.cpd	/p16313coll10/image/375.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/375	375	376.jp2	/p16313coll10/image/376.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/376	376	377.jp2	/p16313coll10/image/377.jp2
Baptist Church, Sulphur, La	1908	Postcard : b&w ; 3 x 5 in.		Sulphur, La.	Picture postcards.; Photographic prints.	Manufactured by Curt Teich & Co., Chicago, Illinois.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/377	377	378.cpd	/p16313coll10/image/378.cpd
