Title	Compound	Photographer	Date	Dates	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Size	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Physical Description	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Frontview State Penitentiary In foreground tents of Battery L 1st Artillery.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Florida Street (Baton Rouge, La.)--Photographs;Military camps--Louisiana--Baton Rouge--Photographs;Prisons--Louisiana--Baton Rouge--Photographs	The building covered the entire block between Florida and Laurel, bounded on the west by st. Anthony (now North Seventh.) [East, "Civil War Album," text, p. 76; image, p. 77.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1561	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940006	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/45	45	46.cpd	/LSU_GSC/image/46.cpd
Methodist Church Baton Rouge La, 1863 Where the concerts were held I wrote about.		Ascribed to McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Church Street (Baton Rouge, La.)--Photographs;Baton Rouge (La.)--Photographs;Methodist church buildings--Louisiana--Baton Rouge--Photographs;Bird's-eye views--Photographs	The church with the steeple is the Methodist Church. The building next to it is the Washington Fire Company, originally the City Hall. [East, "Civil War Album," text, p. 33; image, p. 32.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1580 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940007	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/46	46	47.cpd	/LSU_GSC/image/47.cpd
Provost Marshal's office. Baton Rouge La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Florida Street (Baton Rouge, La.)--Photographs;Pike's Row (Baton Rouge, La.)--Photographs	In 1863 the Provost Marshal's office was in Pike's Row, which extended east on Florida street along its north side from the corner of Third. [East, "Civil War Album," text, p. 57; image, p. 56.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1567	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940008	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/47	47	48.cpd	/LSU_GSC/image/48.cpd
Contraband Camp, formerly used as a Female Seminary.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Refugee camps--Louisiana--Baton Rouge--Photographs;Baton Rouge (La.)--History--Civil War, 1861-1865--African Americans--Photographs.	The former slaves were housed and fed in the camps, and frequently given schooling in 1863. [East, "Civil War Album," text, p. 66; image, p. 67.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1563	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940009	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/48	48	49.cpd	/LSU_GSC/image/49.cpd
General Augur's Headquarter, Spring 1863. Baton Rouge La.	Yes	McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;United States. Army--Headquarters--Photographs;McPherson & Oliver, photographers;McPherson, William D. (Photographer)	[East, "Civil War Album," image, p. 58.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1613	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940010	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/49	49	50.cpd	/LSU_GSC/image/50.cpd
Camp, 3rd brigade, Augur Div 19th Army corps. . .	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Baton Rouge--Photographs;Bird's-eye views--Photographs	Inscription continues: . . . In background camp of 174th NYSV. In center camps of 2nd La & 30th Mass. In foreground battery C. 5th Regimental artillery. The picture . . . was made in the spring of 1863 . . . taken from an upper story of the Heroman Building at the northwest corner of Florida and Church. [East, "Civil War Album," text, p. 31; image, p. 31.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1561	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940011	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/50	50	51.cpd	/LSU_GSC/image/51.cpd
Waterfront of Baton Rouge La. Steamer Empire Parrish Headquarters General Banks March 9th 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	March 9, 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;United States. Army--Headquarters--Photographs	[East, "Civil War Album," image, p. 54.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1552	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940012	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/51	51	52.cpd	/LSU_GSC/image/52.cpd
Ironclad. Essex, Farragut's fleet. Mississippi River La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Armored vessels--Louisiana--Baton Rouge--Photographs;Essex (Ironclad)--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs;	Originally a St Louis ferry boat, the largest on the Mississippi river, the Essex passed the Vicksburg batteries and reached Baton Rouge in July, 1862. It supported General Williams and his men when confederate forces attacked from the east on the morning of August 5, 1862. [East, "Civil War Album," text, p. 38; image, p. 39.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1572	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940013a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/52	52	53.cpd	/LSU_GSC/image/53.cpd
Coal Heavers of the Essex--resting.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;Sailors--United States--Photographs	The Union fleet off the coaling yard at Baton Rouge in the summer of 1862. Farragut needed the coal he found here to keep his larger vessels operating. [East, "Civil War Album," text, p. 22; image, p. 23.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1562	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940013b	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/53	53	54.cpd	/LSU_GSC/image/54.cpd
Crew of Richmond at quarters. Baton Rouge La. 1863.	Yes	McPherson & Oliver, Baton Rouge	1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Richmond (Sloop)--Photographs;Sailors--United States--Photographs;McPherson & Oliver,	The Richmond was crippled in Farragut's attempt to pass the guns of Port Hudson on the night of March 14, 1863, and fifteen of her officers and crew were killed or wounded. [East, "Civil War Album," text, p. 86; image, p. 86.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1633	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940014a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/54	54	55.cpd	/LSU_GSC/image/55.cpd
Steamer Richmond off Baton Rouge La. 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Richmond (Sloop)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs	The USS Richmond, a Wooden Steam Sloop of War launched 1860. Tonnage 2604; length 225'; draft 17'4 ½"; armament one 80-pounder Dahlgren rifle, twenty 9" Dahlgren smoothbores, one 30-pounder Parrott rifle. <br><br>"The Richmond was one of the largest and most beautiful ships in Farragut's fleet. The Richmond reached Baton Rouge on the afternoon of May 9, 1862, in company with her sister ships." [East, "Civil War Album," text, p. 79; image, p. 78.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1620	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940014b	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/55	55	56.cpd	/LSU_GSC/image/56.cpd
Steamship Mississippi Farragut's fleet Mississippi River La. . . .	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Mississippi (Frigate)--Photographs	Inscription continues: . . .Burned by her own after grounding in front of the rebel batteries at Port Hudson, during the attack by the fleet, on the night of the 14th March 1863. To their mortification & chagrin after reaching the shore, she floated off & blew up five miles below the batteries. The Mississippi survived the passage of the forts below New Orleans but was lost in March 1863 in Farragut's attempt to pass the confederate guns at Port Hudson. [East, "Civil War Album," text, p. 22; image, p. 22.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1568	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940015	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/56	56	57.cpd	/LSU_GSC/image/57.cpd
Mortar boat of Farragut's fleet. Baton Rouge La, 1863	Yes	Ascribed to McPherson & Oliver, Baton Rouge	1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs	One of the mortar schooners which bombarded the forts guarding the approach to New Orleans and which were then brought upriver to hurl their great 13-inch shells into the confederate positions at Port Hudson. [East, "Civil War Album," text, p. 83; image, p. 82.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1654 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940016a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/57	57	58.cpd	/LSU_GSC/image/58.cpd
U.S.S. Genese	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Genese (Gunboat)--Photographs	This is one of Farragut's smaller gunboats, probably the U.S.S. Genesee. [East, "Civil War Album," text, p. 80; image, p. 80.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1650	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940016b	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/58	58	59.cpd	/LSU_GSC/image/59.cpd
Wharfboat Natchez. Baton Rouge La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;Natchez (Wharfboat)--Photographs	The wharfboat Natchez (on left) tied up with one of Porter's mortar schooners (on right). [East, "Civil War Album," text, p. 70; image, p. 70.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1553	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940017	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/59	59	60.cpd	/LSU_GSC/image/60.cpd
