Title	Compound	Photographer	Date	Dates	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
View No. 14. Chickamauga. McDonald's Farm and Fields West of Chattanooga Road.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	Part of same fields as shown in Views 9, 10, 11, 12 and 13. The view is looking northwest towards the Cloud house. Austin's Sharpshooters and the 32d Alabama were deployed over this part of the ground up to the hills; holding the enemy here in check, while the rest of the Brigade was driving him south. The positions on the McDonald farm were fixed on September 24th, 1894, by the Louisiana and National Commissioners and marked and noted by E.E. Betts, engineer of the Nationa[l] Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040014	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1022	1022	1023.cpd	/LSU_CNP/image/1023.cpd
View No. 19. Chickamauga. First Louisiana Infantry Regulars, Consolidated with the 8th Arkansas Regiment.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the position where this consolidated regiment with Govan's Brigade captured and carried off Van Pelt's 1st Michigan Battery, at about 12:30 p.m., on the 19th of September, 1863. The white speck in the center of the field shows the stake marking the center of the Battery's line. The view is facing East; the Chickamauga river is about a mile off near the hills, seen in the distance. The stake is about three-fourths of a mile south-west of Jay's mill, and about five hundred yards North of the direct road from Brotherton's to that mill. In the view, the pyramid seen near the right hand edge, is one of cannon balls marking the place where fell the Federal General P. P. Baldwin. The white monument in the left hand side of the field, marks the spot where stood Battery H., U. S. Regulars, that was captured by Walthall's Brigade and re-taken by the Federals. This position was fixed by the Louisiana and National Commissioners, General Walthal and Major Govan being present, on September 25th, 1893, and marked by W. A. Wood, of Engineering Department of the National Commission, and figures in his notes as, First Regulars, Line 56-E-96 S 38x52.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040019	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1024	1024	1025.cpd	/LSU_CNP/image/1025.cpd
View No. 20. Chickamauga. Fourth Louisiana Battalion Infantry.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the most advanced position attained on the 19th of September, 1863, at about 10:30 a.m., by this Battalion and Wilson's Brigade of Walker's Corps, to which it was attached. Here, this Battalion lost very heavily in officers and men, and was driven back with its Brigade. The point is about five-eighths of a mile South-west of Jay's mill, and about 350 yards North of the direct road from Brotherton's to the mill. The view is facing South, the country is thickly wooded with gentle swells, at the position is a flat plateau, somewhat rocky, and with less forest growth on that account, than the surrounding land. This position was fixed on September 25th, 1894, by the Louisiana and National Commissioners with the assistance of J. F. Dicks, of Natchez, who was in the battle with the Battalion. It was marked by W. A. Wood, of the Engineer Department of the National Commission, and figures in the field notes as Fourth Louisiana Battalion, Line 48-E-69. N. 57x38.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040020	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1025	1025	1026.cpd	/LSU_CNP/image/1026.cpd
View No. 21. Chickamauga. Fourth Louisiana Infantry Battalion.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the position where fought the 14th Louisiana Battalion about midday on the 20th September, 1863. It was about 350 yard east from the point in Thomas' breastworks carried in the evening by Adams' Louisiana Brigade, which is shown in Views No. 17 and 18, and about 250 yards from the Northeast face of these forks. The view is facing Southwest. The white stake is about the center of the line occupied by the Battalion, and is about 150 yards North of East from the monument erected on the spot where fell Gen'l Helm. At about 10 a.m. The pyramid of cannon balls erected to him can be seen further in the forest, to the right of the white stake. This position was fixed on the 25th September, 1894, by the National Commissioners, assisted by J. F. Dicks of said Battalion, who was severely wounded here in the battle, and was marked by W. A. Woods of the engineer department of the National Commission and figures in field notes as 4th Louisiana Battalion Line 32-E. 10'.-W. 10x130.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040021	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1026	1026	1027.cpd	/LSU_CNP/image/1027.cpd
View No. 22. Chickamauga. Slocomb's Battery, Fifth Company Washington Artillery. Glass Mills.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view and No. 23, shows the position where fought the 5th Company Washington Artillery at Glass' Mill, on the extreme left of Bragg's Army, on the 19th September, 1863, at about 9 a.m. The white stake, is in an old Indian field, and marks the center of the battery's line, which at the time of the battle extended across the field to the woods on each side, these have since been cleared away considerably on the right. The point is on the west bank of the Chickamauga, about 150 yards from the bank, and Glass' Mill. The enemy was posted on the cleared elevation seen on the left in View No. 22. Lookout Mountain is seen in the distance. This was altogether an artillery fight. The house seen in the left hand corner was standing during the battle, and still shows marks of cannon balls. In this field the Washington Artillery had six men and one officer killed and five men wounded. Cobb's Kentucky Battery was here engaged at the same time; it stood to the right of Slocomb's Battery in the woods across the road shown by the fence. Pieces of shell and many flint arrow heads, were picked up in this field by the Commissioners. This position was fixed and marked by the Louisiana and National Commissioners, and noted by E. E. Wood of the engineer department of the National Commission, but being outside of the Military Park lands, it is not noted with relation to the Park surveys.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040022	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1027	1027	1028.cpd	/LSU_CNP/image/1028.cpd
View No. 23. Chickamauga. Glass' Mill. Slocomb's Battery, Fifth Company. Washington Artillery.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the left portion of the Indian field in which fought this Battery on the 19th of September, 1893, at Glass' Mill, on the extreme left of Bragg's Army. At the time of the battle there was a road running near the woods on the left, and the worn traces of it appear in the picture. This picture and view, No. 22, form one picture, and shows the fields and position from right to left. The views are taken facing West.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040023	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1028	1028	1029.cpd	/LSU_CNP/image/1029.cpd
View No. 24. Chickamauga. McAfee's Church and Spring Lake. Scott's First Louisiana Cavalry.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows McAfee Church and School-house, on the road from Rossville to Redhouse crossing of the Chickamauga; along which road from this point to the crossing, some four miles, Scott's Cavalry, forming the extreme right of Bragg's Army, fought back and forth on the 19th and 20th of September, 1893. The view is taken facing West Lookout Mountain is seen in the distance. Robinson's Louisiana Battery was along with Scott's Calvary in the fighting which occurred on this road. The Federal troops opposing Scott were Whitaker's and Mintey's Brigades.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040024	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1029	1029	1030.cpd	/LSU_CNP/image/1030.cpd
View No. 25. Chickamauga. McAfee Church and Spring Lake. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is a companion one to No. 24, and is in prolongation of it to the left. The lake is in rear of the church and schoolhouse, shown in No. 24, distant some 250 yards from it. This position being outside of the Military Park limits, is not noted in the National Commission's notes.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040025	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1030	1030	1031.cpd	/LSU_CNP/image/1031.cpd
View No. 27. Chickamauga. Red House Crossing. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Done	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is taken from the east bank of the Chickamauga, at the crossing, looking east, towards the hills bordering the bottom, and on which Scott's Cavalry were camped. Much fighting occurred on both banks from the hills on the East bank to the little Chickamauga and to McAfee's Church beyond. The residents near the crossing have gathered and used bushels of leaden projectiles gathered from their fields.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040027	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1033	1033	1034.cpd	/LSU_CNP/image/1034.cpd
View No. 3. Missionary Ridge. 4th Louisiana Battalion and 16th and 25th Louisiana Regiment-Infantry.	Yes	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	The white board marks the position during the battle on the 25th November, 1863, of the center of the 16th and 25th Louisiana, and the board further in the woods the position of the 4th Louisiana Battalion. Both positions are to the left of the positions of the 13th and 20th Louisiana, shown in View No. 2; and on the slope near the crest of the ridge facing Chattanooga and the valley, across which can be seen Lookout Mountain in the distance; the forest growth has arisen since the battle.<br>These positions were fixed September 24th, 1894, by the Louisiana and National Commissioners and marked and noted by E. E. Betts, engineer of the National Commission.	Image	Gelatin silver prints;8.50" x 5.20"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040003r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1035	1035	1036.jpg	/LSU_CNP/image/1036.jpg
View No. 3. Missionary Ridge. 4th Louisiana Battalion and 16th and 25th Louisiana Regiment-Infantry.	Yes	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	The white board marks the position during the battle on the 25th November, 1863, of the center of the 16th and 25th Louisiana, and the board further in the woods the position of the 4th Louisiana Battalion. Both positions are to the left of the positions of the 13th and 20th Louisiana, shown in View No. 2; and on the slope near the crest of the ridge facing Chattanooga and the valley, across which can be seen Lookout Mountain in the distance; the forest growth has arisen since the battle.<br>These positions were fixed September 24th, 1894, by the Louisiana and National Commissioners and marked and noted by E. E. Betts, engineer of the National Commission.	Image	Gelatin silver prints;8.50" x 5.20"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040003v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1036	1036	1037.jpg	/LSU_CNP/image/1037.jpg
View No. 16. Chickamauga. Adams' Louisiana Brigade, Nineteenth Louisiana Infantry Regiment.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the point where stood this regiment forming the left of Adams' Louisiana Brigade, when it charged into the woods south of the fields on the McDonald farm west of Chattanooga road. The white stake is about 300 yards to the left and rear of the stake in the previous view, marking the right of the Brigade. The left of this regiment rested on the Chattanooga road when the charge began, but the resistance being greater there, the right had advanced beyond it, when the Brigade was finally driven back. The position of the Sixteenth and Twenty-fifth Louisiana was to the right of this stake, joining the left of the 13th and 20th Louisiana, and forming the center of the brigade. The road seen through the woods is the Chattanooga road beyond which can be seen the Kelly fields, around which Thomas had his breastworks. The position shown in Views No. 15 and 16 are several hundred yards in rear of Thomas' stronghold. Snodgrass' Hill is to the right front of the Brigade's right.<br>These positions were fixed September 24th, 1894, by the Louisiana and the National Commissioners, and marked and noted by E. E. Betts, engineer of the Commission, in whose field notes they are stated as right of 19th Louisiana line 32-W.-91'-S.-14x22. 16th and 25th Louisiana line 34-W.-18'-N.-15x84.	Image	Gelatin silver prints;8.50" x 5.20"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040016r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1037	1037	1038.jpg	/LSU_CNP/image/1038.jpg
View No. 16. Chickamauga. Adams' Louisiana Brigade, Nineteenth Louisiana Infantry Regiment.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the point where stood this regiment forming the left of Adams' Louisiana Brigade, when it charged into the woods south of the fields on the McDonald farm west of Chattanooga road. The white stake is about 300 yards to the left and rear of the stake in the previous view, marking the right of the Brigade. The left of this regiment rested on the Chattanooga road when the charge began, but the resistance being greater there, the right had advanced beyond it, when the Brigade was finally driven back. The position of the Sixteenth and Twenty-fifth Louisiana was to the right of this stake, joining the left of the 13th and 20th Louisiana, and forming the center of the brigade. The road seen through the woods is the Chattanooga road beyond which can be seen the Kelly fields, around which Thomas had his breastworks. The position shown in Views No. 15 and 16 are several hundred yards in rear of Thomas' stronghold. Snodgrass' Hill is to the right front of the Brigade's right.<br>These positions were fixed September 24th, 1894, by the Louisiana and the National Commissioners, and marked and noted by E. E. Betts, engineer of the Commission, in whose field notes they are stated as right of 19th Louisiana line 32-W.-91'-S.-14x22. 16th and 25th Louisiana line 34-W.-18'-N.-15x84.	Image	Gelatin silver prints;8.50" x 5.20"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040016v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1038	1038	1039.jpg	/LSU_CNP/image/1039.jpg
View No. 26. Chickamauga. Red House Crossing. Scott's Louisiana Cavalry and Robinson's Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	The view shows the bank of the Chickamauga at Red house crossing. The river is hidden by the forest growth which fringes it very heavily. The crossing is no longer a public highway and is reached through cultivated fields on both banks. This is the western bank. This crossing derived its name from a red house near it, which has been constructed by the Indians, and was torn down by the federals to make a bridge of at the crossing.<br>A great deal of fighting occurred on both sides of the river at this point during the 18th, 19th and 20th September.	Image	Gelatin silver prints;8.50" x 5.20"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040026r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1039	1039	1040.jpg	/LSU_CNP/image/1040.jpg
