Title	Photographer	Date	Physical Description	Notes	Subjects	Type	Digital Collection	Repository	Repository Collection Guide	Call Number/ Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Two children looking away from camera	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Children--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963045	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/44	44	45.jp2	/p16313coll56/image/45.jp2
Young boy looking at camera	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Children--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963046	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/45	45	46.jp2	/p16313coll56/image/46.jp2
Steamboat U.S. Delatour - Bayou Terrebonne, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	U. S. Delatour (Steamboat)--Photographs.; Steamboats--Louisiana--Photographs.; Bayou Terrebonne (La.)--Photographs.; Bayous--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963047	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/46	46	47.jp2	/p16313coll56/image/47.jp2
Fisherman's camp - Entrance to Bayou Sennett	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishing lodges--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963048	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/47	47	48.jp2	/p16313coll56/image/48.jp2
On Bayou Black, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Black (La.)--Photographs.; Bayous--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963049	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/48	48	49.jp2	/p16313coll56/image/49.jp2
Bayou Sennett, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Sennett (La.)--Photographs.; Bayous--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963050	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/49	49	50.jp2	/p16313coll56/image/50.jp2
Just fishing - Lockport Canal, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishers--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963051	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/50	50	51.jp2	/p16313coll56/image/51.jp2
Awaiting Rex arrival. New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Carnival--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963052	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/51	51	52.jp2	/p16313coll56/image/52.jp2
Dolphins playing - Oyster Bayou, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Dolphins--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963053	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/52	52	53.jp2	/p16313coll56/image/53.jp2
Oyster Bayou light	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Lighthouses--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963054	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/53	53	54.jp2	/p16313coll56/image/54.jp2
Fishermen, boats, and houses at water's edge	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishing--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963055	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/54	54	55.jp2	/p16313coll56/image/55.jp2
Oyster tongers	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishing--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963056	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/55	55	56.jp2	/p16313coll56/image/56.jp2
Schrimp [sic] lugger	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishers--Louisiana--Photographs.; Fishing boats--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963057	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/56	56	57.jp2	/p16313coll56/image/57.jp2
"Bull Dog" with 36 B[arrels?]. Schrimp [sic]	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishers--Louisiana--Photographs.; Fishing boats--Louisiana--Photographs.; Shrimps--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963058	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/57	57	58.jp2	/p16313coll56/image/58.jp2
Hauling seine	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishers--Louisiana--Photographs.; Seining--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963059	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/58	58	59.jp2	/p16313coll56/image/59.jp2
24 Barrels in this haul	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishing--Louisiana--Photographs.; Seining--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963060	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/59	59	60.jp2	/p16313coll56/image/60.jp2
Schrimp [sic] camp	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishing--Louisiana--Photographs.; Shrimps--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963061	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/60	60	61.jp2	/p16313coll56/image/61.jp2
Camp	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishers--Louisiana--Photographs.; Shrimps--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963062	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/61	61	62.jp2	/p16313coll56/image/62.jp2
Schrimpers [sic]	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Fishers--Louisiana--Photographs.; Shrimps--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963063	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/62	62	63.jp2	/p16313coll56/image/63.jp2
Boiling schrimp [sic]	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Shrimps--Processing--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963064	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/63	63	64.jp2	/p16313coll56/image/64.jp2
Sifting schrimp [sic]	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Shrimps--Processing--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963065	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/64	64	65.jp2	/p16313coll56/image/65.jp2
Kiddies	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Children--Louisiana----Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963066	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/65	65	66.jp2	/p16313coll56/image/66.jp2
Group portrait of children	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Children--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963067	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/66	66	67.jp2	/p16313coll56/image/67.jp2
