Hidden Title	Title	Photographer	Date	Compound	Description	Subjects	Notes	Original Format/Size	Digital Collection	Digital Format	Collection Source	Repository Collection Guide	Repository	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	165 - U.S.S. "Mound City"	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Mound City (Ironclad)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands on the bank of a river looking down toward the USS Mound City, a 512-ton Cairo class ironclad river gunboat, built at Mound City, Illinois, for the U.S. Army's Western Gunboat Flotilla, commissioned in January 1862. She was involved in operations in the Yazoo River, Vicksburg and Grand Gulf campaigns during 1862-63. In March-May 1864, Mound City participated in the Red River expedition. The verso inscribed, "Mound City."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410165r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/527	527	528.jpg	/LSU_MDP/image/528.jpg
	165 - U.S.S. "Mound City"	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Mound City (Ironclad)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands on the bank of a river looking down toward the USS Mound City, a 512-ton Cairo class ironclad river gunboat, built at Mound City, Illinois, for the U.S. Army's Western Gunboat Flotilla, commissioned in January 1862. She was involved in operations in the Yazoo River, Vicksburg and Grand Gulf campaigns during 1862-63. In March-May 1864, Mound City participated in the Red River expedition. The verso inscribed, "Mound City."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410165v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/528	528	529.jpg	/LSU_MDP/image/529.jpg
	166 - Officers of the Mound City	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Mound City (Ironclad)--Photographs;United States. Navy--Officers--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at eye level on the deck of the Mound City looking at a group of ship's officers seated behind a small cannon on its carriage. The group sits under a rigged tarp providing shade. The verso inscribed, "Mound City."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410166r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/529	529	530.jpg	/LSU_MDP/image/530.jpg
	166 - Officers of the Mound City	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Mound City (Ironclad)--Photographs;United States. Navy--Officers--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at eye level on the deck of the Mound City looking at a group of ship's officers seated behind a small cannon on its carriage. The group sits under a rigged tarp providing shade. The verso inscribed, "Mound City."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410166v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/530	530	531.jpg	/LSU_MDP/image/531.jpg
	167 - U.S.S. Ozark	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Ozark (Ironclad)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands on the bank of a river looking toward the USS Ozark, a 578-ton single-turret ironclad river monitor, built at Peoria, Illinois. Commissioned in February 1864, she spent her entire Navy career serving in the Mississippi Squadron. Ozark's only major operation was the Red River expedition in March-May 1864. The verso inscribed, "Ozark."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410167r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/531	531	532.jpg	/LSU_MDP/image/532.jpg
	167 - U.S.S. Ozark	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Ozark (Ironclad)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands on the bank of a river looking toward the USS Ozark, a 578-ton single-turret ironclad river monitor, built at Peoria, Illinois. Commissioned in February 1864, she spent her entire Navy career serving in the Mississippi Squadron. Ozark's only major operation was the Red River expedition in March-May 1864. The verso inscribed, "Ozark."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410167v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/532	532	533.jpg	/LSU_MDP/image/533.jpg
	168 - Naval ordnance aboard the Ozark	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Ozark (Ironclad)--Photographs;Ordnance, Naval--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at slightly below eye level on the deck of the Ozark looking toward and beyond a naval gun. The river's bank may be seen in the distance. The verso inscribed, "Ozark."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410168r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/533	533	534.jpg	/LSU_MDP/image/534.jpg
	168 - Naval ordnance aboard the Ozark	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Ozark (Ironclad)--Photographs;Ordnance, Naval--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at slightly below eye level on the deck of the Ozark looking toward and beyond a naval gun. The river's bank may be seen in the distance. The verso inscribed, "Ozark."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410168v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/534	534	535.jpg	/LSU_MDP/image/535.jpg
	169 - U.S.S. Pittsburgh	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Ozark (Ironclad)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands on the bank of a river looking toward the USS Pittsburg, a 512-ton Cairo class ironclad river gunboat, was built at Saint Louis, Missouri and commissioned in January 1862 as part of the U.S. Army's Western Gunboat Flotilla. Late in 1862 and during the first part of 1863, Pittsburg participated in operations on the Yazoo River and Steele's Bayou, Mississippi. In April 1863, she was one of the ships that ran past the Confederate batteries at Vicksburg and attacked fortifications at Grand Gulf. Pittsburg's later operations included participation in the Red River expedition of March-May 1864. The verso inscribed, "Pittsburgh."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410169r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/535	535	536.jpg	/LSU_MDP/image/536.jpg
	169 - U.S.S. Pittsburgh	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Ozark (Ironclad)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands on the bank of a river looking toward the USS Pittsburg, a 512-ton Cairo class ironclad river gunboat, was built at Saint Louis, Missouri and commissioned in January 1862 as part of the U.S. Army's Western Gunboat Flotilla. Late in 1862 and during the first part of 1863, Pittsburg participated in operations on the Yazoo River and Steele's Bayou, Mississippi. In April 1863, she was one of the ships that ran past the Confederate batteries at Vicksburg and attacked fortifications at Grand Gulf. Pittsburg's later operations included participation in the Red River expedition of March-May 1864. The verso inscribed, "Pittsburgh."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410169v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/536	536	537.jpg	/LSU_MDP/image/537.jpg
	170 - U.S.S. Essex	L.I. Prince, No. 35 St. Charles, New Orleans, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Essex (Ironclad)--Photographs;L.I. Prince  (Studio : New Orleans, La.);Prince, Louis Isaac, 1832-1867, photographer	The camera stands on the river bank looking toward the USS Essex, a 1000-ton ironclad river gunboat. She was converted in stages from the steam ferry New Era. Originally constructed at New Albany, Indiana, in 1856, the ship was purchased in September 1861 by the U.S. Army for its Western Gunboat Flotilla. Modified into a 355-ton "timberclad" gunboat. Renamed Essex soon thereafter, she received iron armor and other changes and was then actively employed in operations during early 1862. On 6 February 1862, she was badly damaged by enemy gunfire during an attack on Fort Henry, Tennessee. During subsequent repairs, Essex' Commanding Officer, William D. Porter, spared little expense in upgrading his ship into one of the most powerful ironclads on the Western Rivers. Lengthened, widened, reengined, rearmored and completely altered in appearance, Essex was back in service in time for operations against Vicksburg, Mississippi, in July. On the 22nd of that month she ran past the enemy fortress city, engaging and damaging the Confederate ironclad Arkansas along the way. After joining Rear Admiral Farragut's squadron as the only Federal ironclad on the lower Mississippi, she helped repel an attack on Baton Rouge, Louisiana, on 5 August and was instrumental in the destruction of the Arkansas the next day. Essex was formally transferred to the Navy in October 1862 and remained active on the rivers through the rest of the Civil War. She bombarded Port Hudson, Louisiana, and helped with the occupation of Baton Rouge in December 1862. In May-July 1863 she participated in the capture of Port Hudson. She took part in the Red River expedition in March-May 1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410170r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/537	537	538.jpg	/LSU_MDP/image/538.jpg
	170 - U.S.S. Essex	L.I. Prince, No. 35 St. Charles, New Orleans, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Essex (Ironclad)--Photographs;L.I. Prince  (Studio : New Orleans, La.);Prince, Louis Isaac, 1832-1867, photographer	The camera stands on the river bank looking toward the USS Essex, a 1000-ton ironclad river gunboat. She was converted in stages from the steam ferry New Era. Originally constructed at New Albany, Indiana, in 1856, the ship was purchased in September 1861 by the U.S. Army for its Western Gunboat Flotilla. Modified into a 355-ton "timberclad" gunboat. Renamed Essex soon thereafter, she received iron armor and other changes and was then actively employed in operations during early 1862. On 6 February 1862, she was badly damaged by enemy gunfire during an attack on Fort Henry, Tennessee. During subsequent repairs, Essex' Commanding Officer, William D. Porter, spared little expense in upgrading his ship into one of the most powerful ironclads on the Western Rivers. Lengthened, widened, reengined, rearmored and completely altered in appearance, Essex was back in service in time for operations against Vicksburg, Mississippi, in July. On the 22nd of that month she ran past the enemy fortress city, engaging and damaging the Confederate ironclad Arkansas along the way. After joining Rear Admiral Farragut's squadron as the only Federal ironclad on the lower Mississippi, she helped repel an attack on Baton Rouge, Louisiana, on 5 August and was instrumental in the destruction of the Arkansas the next day. Essex was formally transferred to the Navy in October 1862 and remained active on the rivers through the rest of the Civil War. She bombarded Port Hudson, Louisiana, and helped with the occupation of Baton Rouge in December 1862. In May-July 1863 she participated in the capture of Port Hudson. She took part in the Red River expedition in March-May 1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410170v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/538	538	539.jpg	/LSU_MDP/image/539.jpg
	161 - Officers of the Hartford	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;United States. Navy--Officers--Photographs;Hartford (Sloop)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at eye level on the open deck of the Hartford looking toward a group of officers sitting under a structure on deck. The verso inscribed, "officers Hartford."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410161	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/539	539	540.cpd	/LSU_MDP/image/540.cpd
	162 - Men of the Hartford	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Sailors--United States--Photographs;Hartford (Sloop)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at eye level looking along the open deck of the Hartford. The ship's men sit and stand on deck, some looking at the camera, others not. The verso inscribed, "Hartford."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410162	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/540	540	541.cpd	/LSU_MDP/image/541.cpd
	163 - U.S.S. Hartford's helm	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Sailors--American--1860-1870--Photographs;Hartford (Sloop)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at eye level looking across the open deck of the Hartford. Two men of the ship's company stand on either side of the ship's wheel. Two others stand behind them. A fifth crewman may be seen further aft. The verso inscribed, "Hartford."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410163	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/541	541	542.cpd	/LSU_MDP/image/542.cpd
	164 - Deck of the Hartford	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Hartford (Sloop)--Photographs;Ordnance, Naval--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands at eye level on the deck of the Hartford looking forward along the starboard side of the main deck. The recto carries the printed text, "Entered according to Act of Congress, November 10th, 1864, by McPherson & Oliver, in the clerks office of the District Court of the U. S., for the Eastern District of Louisiana.  The verso inscribed, "Deck of Hartford."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410164	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/542	542	543.cpd	/LSU_MDP/image/543.cpd
