Title	Photographer	Compound	Date	Subjects	Notes	Digital Format	Repository	Collection Name	Collection Source	Original Format/Size	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Children Group with  Bicycles and Wagons	Norman Studio		ca. 1900	Natchez (Miss.)--Photographs.;Children--Mississippi--Natchez--Photographs.;Tricycles--Mississippi--Natchez--Photographs.;Toys--Mississippi--Natchez--Photographs.	Outdoor photograph of four children with tricycles, wagons, and a doll.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405209a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/81	81	82.jpg	/LSU_TJP/image/82.jpg
Farm Cultivation	Norman Studio		ca. 1900	Natchez (Miss.)--Photographs.;Farms--Mississippi--Natchez--Photographs.;Plows--Mississippi--Natchez--Photographs.	Image of field with plow, wagons and workers on dirt road.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405216a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/82	82	83.jpg	/LSU_TJP/image/83.jpg
Julius Freyhan High School	Norman Studio		1907	Natchez (Miss.)--Photographs.;High schools--Mississippi--Natchez--Photographs.;Julius Freyhan High School (Natchez, Miss.)--Photographs.	View of three-story brick building with flag.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405237a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/83	83	84.jpg	/LSU_TJP/image/84.jpg
Group Portrait of African American Men.	Norman Studio		ca. 1900	Natchez (Miss.)--Photographs.;African Americans--Mississippi--Natchez--Photographs.	Exterior group portrait of seven African American men, all but one in suits with hats in hand.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405307a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/84	84	85.jpg	/LSU_TJP/image/85.jpg
Group Portrait of Elderly Men	Norman Studio		ca. 1900	Natchez (Miss.)--Photographs.;Portraits, Group--Mississippi--Natchez.	Outdoor picture of a group of elderly men standing in a line with 3 men and 2 boys lying on the ground.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405309p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/85	85	86.jpg	/LSU_TJP/image/86.jpg
Sawmill	Norman Studio		ca. 1900	Natchez (Miss.)--Photographs.;Sawmills--Mississippi--Natchez--Photographs.	Image of seven  men standing in a row along with a man and child standing in a horse-drawn cart, all looking at the camera.  Boiler and woodpile visible in picture.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405311a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/86	86	87.jpg	/LSU_TJP/image/87.jpg
Magnolia Vale	Norman Studio		ca. 1880	Dwellings--Mississippi--Natchez--Photographs.;Magnolia Vale (Natchez, Miss.)--Photographs.	Front view of Magnolia Vale with camera on driveway.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405733a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/87	87	88.jpg	/LSU_TJP/image/88.jpg
Magnolia Vale with Young Women	Norman Studio		ca. 1880	Natchez (Miss.)--Photographs.;Gardens--Mississippi--Natchez--Photographs.;Parasols--Mississippi--Natchez--Photographs.	Two young women and a younger girl stand in a garden. The two women hold parasols and look at the camera.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	37780405734a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/88	88	89.jpg	/LSU_TJP/image/89.jpg
Dominick Di Stefano's Service Station	Norman Studio		ca. 1925	Natchez (Miss.)--Photographs.;Service stations--Mississippi--Natchez--Photographs.;Dominick Di Stefano (Natchez, Miss.)--Photographs.	Storefront of Texaco gas station showing oil and gas pumps and tires.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804065002p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/89	89	90.jpg	/LSU_TJP/image/90.jpg
Sam Anzalone's Service Station	Norman Studio		ca. 1925	Natchez (Miss.)--Photographs.;Service stations--Mississippi--Natchez--Photographs.;Sam Anzalone (Natchez, Miss.)--Photographs.	Exterior of service station showing gas and oil pumps, tires, and price signs.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804065005a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/90	90	91.jpg	/LSU_TJP/image/91.jpg
Jon. Seiferth Wholesale Dry Goods	Norman Studio		ca. 1937	Natchez (Miss.)--Photographs.;Storefronts--Mississippi--Natchez--Photographs.;Jon. Seiferth Wholesale Dry Goods (Natchez, Miss.)--Photographs.	View of storefront and parked cars.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804065040a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/91	91	92.jpg	/LSU_TJP/image/92.jpg
Roy Scott's Grocery	Norman Studio		ca. 1920	Roy Scott's Grocery (Natchez, Miss.)--Photographs.;Natchez (Miss.)--Photographs.;Storefronts--Mississippi--Natchez--Photographs.	View of storefront showing unpaved streets and parked cars and a buggy.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804065084p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/92	92	93.jpg	/LSU_TJP/image/93.jpg
Main Street	Norman Studio		ca. 1925	Natchez (Miss.)--Photographs.;Streets--Mississippi--Natchez--Photographs.;Main Street (Natchez, Miss.)--Photographs.	View of Main Street with parked cars taken from the middle of an intersection.  Businesses include a laundry, a bottling company, a tire store and a bicycle repair shop.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804065085p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/97	97	98.jpg	/LSU_TJP/image/98.jpg
Arlington	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;Arlington (Natchez, Miss.)--Photographs.;Dwellings--Mississippi--Natchez--Photographs.	Front view of house.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066065p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/98	98	99.jpg	/LSU_TJP/image/99.jpg
Arlington	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;Arlington (Natchez, Miss.)--Photographs.	View of back yard area.  Three women and three young children looking at camera.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066069a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/99	99	100.jpg	/LSU_TJP/image/100.jpg
Auburn	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Auburn (Natchez, Miss.)--Photographs.	Oblique view of building front framed by moss-covered tree.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066089p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/100	100	101.jpg	/LSU_TJP/image/101.jpg
Belmont	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Belmont (Natchez, Miss.)--Photographs.	Front view of dwelling.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066090a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/101	101	102.jpg	/LSU_TJP/image/102.jpg
Brandon Hall	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Brandon Hall (Natchez, Miss.)--Photographs.;The Briars (Natchez, Miss.)--Photographs.	Front view of dwelling showing expansive porches.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066093a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/102	102	103.jpg	/LSU_TJP/image/103.jpg
The Briars	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;The Briars (Natchez, Miss.)--Photographs.	Oblique view of main house and back building.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066095p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/103	103	104.jpg	/LSU_TJP/image/104.jpg
The Burn	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;The Burn (Natchez, Miss.)--Photographs.	View of house front and lawn.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066107a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/104	104	105.jpg	/LSU_TJP/image/105.jpg
Choctaw	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;Choctaw (Natchez, Miss.)--Photographs.	Front view of house with columns and steps.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066109a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/105	105	106.jpg	/LSU_TJP/image/106.jpg
Concord	Norman Studio		ca. 1890	Natchez (Miss.)--Photographs.;Concord (Natchez, Miss.)--Photographs.	Exterior view of front and side of Concord, residence of first Spanish governor, Manuel Gayoso de Lemos.  Three adults and one child stand by staircase.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066115p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/106	106	107.jpg	/LSU_TJP/image/107.jpg
Concord Ruins	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Concord (Natchez, Miss.)--Photographs.;Ruins--Mississippi--Natchez--Photographs.	Image of steps formerly at front of burned mansion.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066117a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/107	107	108.jpg	/LSU_TJP/image/108.jpg
House on Ellicott Hill. 3. Upper Balcony	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;House on Ellicott Hill (Natchez, Miss.)--Photographs.	View of exterior along upper balcony.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066119a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/108	108	109.jpg	/LSU_TJP/image/109.jpg
House on Ellicott Hill. 5.Bedroom	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;House on Ellicott Hill (Natchez, Miss)--Photographs.;House on Ellicott Hill (Natchez, Miss.)--Photographs.	View of deteriorated, empty bedroom.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066120a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/109	109	110.jpg	/LSU_TJP/image/110.jpg
House on Ellicott Hill. 1.  Exterior	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;House on Ellicott Hill (Natchez, Miss.)--Photographs.	Exterior photograph of house front and side; camera on street below.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066132a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/110	110	111.jpg	/LSU_TJP/image/111.jpg
