Title	Compound	Photographer	Date	Dates	Notes	Subjects	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Physical Description	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
No. 200. Sr Jessie K. Bell. Loading.		George Francois Mugnier	ca. 1880-1910		Stereograph view of steamboat at dock with cargo in foreground.	New Orleans (La.)--Photographs.;Steamboats--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850020	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/48	48	49.jpg	/LSU_GFM/image/49.jpg
No 206 Str. Jno. W Cannon Loading.		George Francois Mugnier	ca. 1880-1910		Stereograph view of steamboat at dock with cargo workers in foreground.	New Orleans (La.)--Photographs.;Steamboats--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850021a	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/49	49	50.jpg	/LSU_GFM/image/50.jpg
No. 225. Str. John W. Cannon		George Francois Mugnier	ca. 1880-1910		Stereograph view of steamboat at dock.	New Orleans (La.)--Photographs.;Steamboats--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850021b	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/50	50	51.jpg	/LSU_GFM/image/51.jpg
No 300 Story's Sugar House.		George Francois Mugnier	ca. 1880-1910		Stereograph view of sugar processing buildings.	Sugar trade--Louisiana--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850022	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-07-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/51	51	52.jpg	/LSU_GFM/image/52.jpg
Balcony Revelers.		George Francois Mugnier	ca. 1880-1910		Stereograph view of a storefront with people at street level and on a balcony.	New Orleans (La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850023	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/52	52	53.jpg	/LSU_GFM/image/53.jpg
Canal St., East, From Baronne.		George Francois Mugnier	ca. 1880-1910		Elevated image of Canal Street taken from a balcony.	New Orleans (La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;5.00" x 8.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850023a	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/53	53	54.jpg	/LSU_GFM/image/54.jpg
No. 417. Old Houses; Orleans & Dauphine.		George Francois Mugnier	ca. 1880-1910		Stereograph view of houses and onlookers, taken from a cobblestone street with trolley tracks.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Dwellings--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850024	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/54	54	55.jpg	/LSU_GFM/image/55.jpg
Old Houses; Toulouse & Hospital		George Francois Mugnier	ca. 1880-1910		Stereograph view of corner building taken from the street.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850025	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/55	55	56.jpg	/LSU_GFM/image/56.jpg
No. 123. Old Houses; French Quarter.		George Francois Mugnier	ca. 1880-1910		Elevated image of street and houses.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Dwellings--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;5.00" x 8.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850026	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/56	56	57.jpg	/LSU_GFM/image/57.jpg
No. 263. Swamp Scene.		George Francois Mugnier	ca. 1880-1910		Stereograph view of trees and foliage.	Swamps--Louisiana--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850027	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/57	57	58.jpg	/LSU_GFM/image/58.jpg
No 549. Canal St. Touro Buildings, Bourbon to Royal St.		George Francois Mugnier	ca. 1880-1910		Stereograph image of street, carriages, streetcars, and storefronts.	New Orleans (La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;3.50" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850028	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/58	58	59.jpg	/LSU_GFM/image/59.jpg
No. 314. Louisiana Woods.		George Francois Mugnier	ca. 1880-1910		Stereograph view of wooded area with trail and palmetto plant.	Louisiana--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850029	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/59	59	60.jpg	/LSU_GFM/image/60.jpg
No. 532. Wood's Cotton Press, Canal Street.		George Francois Mugnier	ca. 1880-1910		Stereograph view of buildings and onlookers.	New Orleans (La.)--Photographs.;Cotton trade--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;3.50" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850030	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/60	60	61.jpg	/LSU_GFM/image/61.jpg
