Title	Compound	Notes	Date	Photographer	Index Terms	Item Number	Collection Name	Digital Type	Digital Size	Original Type/Size	Rights	Collection Source	Source	Cite As	Contact and Ordering Information	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Robert Stephenson, C.E.	No	none	unknown	John Sartain, Engraver	Engineers--England--19th century--Pictorial works.; Stephenson, Robert, 1803-1859--Pictorial works.	03490067	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 11 7/8"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/65	65	66.jpg	/SartainEngravings/image/66.jpg
Th Talfourd	No	none	unknown	John Sartain, Engraver	Authors, English--19th century--Pictorial works.; Talfourd, Thomas Noon, Sir, 1795-1854--Pictorial works.	03490068	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/66	66	67.jpg	/SartainEngravings/image/67.jpg
Rev. Nathaniel W. Taylor, D.D.  Dwight Professor of Didactic Theology in Yale College	No	none	unknown	John Sartain, Engraver	Theologians--United States--19th century--Pictorial works.; Taylor, Nathaniel W. (Nathaniel William), 1786-1858--Pictorial works.	03490069	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/67	67	68.jpg	/SartainEngravings/image/68.jpg
A Tennyson	No	none	unknown	J. Sartain, Engraver	Authors, English--19th century--Pictorial works.; Tennyson, Alfred Tennyson, Baron, 1809-1892--Pictorial works.	03490070	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 11 7/8"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/68	68	69.jpg	/SartainEngravings/image/69.jpg
Wm Thackeray	No	none	unknown	unknown	Authors, English--19th century--Pictorial works.; Thackeray, William Makepeace, 1811-1863--Pictorial works.	03490071	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/69	69	70.jpg	/SartainEngravings/image/70.jpg
Albert Thorwaldsen	No	none	unknown	John Sartain, Engraver	Sculptors--Denmark--19th century--Pictorial works.; Thorvaldsen, Bertel, 1770-1844--Pictorial works.	03490072	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/70	70	71.jpg	/SartainEngravings/image/71.jpg
General Todtleben	No	none	unknown	Perine & Giles, Engravers	Generals--19th century--Pictorial works.	03490073	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 11 3/4"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/71	71	72.jpg	/SartainEngravings/image/72.jpg
Rev. Cortlandt Van Rensselaer, D.D.	No	none	unknown	John Sartain, Engraver	Clergy--United States--19th century--Pictorial works.; Van Rensselaer, Cortlandt, 1808-1860--Pictorial works.	03490074	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 3/8" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/72	72	73.jpg	/SartainEngravings/image/73.jpg
Gen. George Washington and His Family.	No	Depicted individuals are identified.	unknown	Geo. E. Perine, Engraver	Generals--United States--18th century--Pictorial works.; Presidents--United States--18th century--Pictorial works.; Washington, George, 1732-1799--Pictorial works.	03490075	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 3/8" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/73	73	74.jpg	/SartainEngravings/image/74.jpg
Fortunate Escape of King William 3rd	No	none	unknown	unknown	Kings and rulers--England--17th century--Pictorial works.; William III, King of England, 1650-1702--Pictorial works.	03490076	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/74	74	75.jpg	/SartainEngravings/image/75.jpg
Professor Wilson	No	none	unknown	Sartain, Engraver	College teachers--19th century--Pictorial works.	03490077	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/75	75	76.jpg	/SartainEngravings/image/76.jpg
Prince Napoleon and His Wife the Princess Clotilde.	No	none	unknown	John Sartain, Engraver	Napoleon III, Emperor of the French, 1808-1873--Pictorial works.; Clotilde de Savoie, consort of Prince Napoleon Joseph Charles Paul Bonaparte, 1843-1911--Pictorial works.	03490048	Perine - Giles - Sartain Engravings	jpg	640 x 480	Engravings; 9 1/2" x 12"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		Perine-Giles-Sartain Engravings, Mss. 03490002-03490077, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/SartainEngravings/id/76	76	77.jpg	/SartainEngravings/image/77.jpg
