Title	Subject	Author	Date Written	Date on Item	Location	Type	Language	Author's Profession or Status	Rights	Item Number	Cite As	Source	Repository Collection	Repository	Transcription	Contact and Ordering Information	Restrictions	Item URL	Collection URL	Publisher	Contributors	Description	Notes	Format	Identifier	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/97	97	98.jp2	/p15140coll6/image/98.jp2
Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/98	98	99.jp2	/p15140coll6/image/99.jp2
024405181794c_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/99	99	100.pdf	/p15140coll6/image/100.pdf
Louis-Jean-Marie Daubenton letter, 1793 May 18	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Daubenton, M. (Louis-Jean-Marie), 1716-1799.	1793-05-18	18 mai II	France?	lettre	fr	médecin		024405181794	Joseph Lankanal Papers, Mss. 244, 1312, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.		Joseph Lakanal papers, 1793-1834.	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/100	100	101.cpd	/p15140coll6/image/101.cpd
000001041794b_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/102	102	103.pdf	/p15140coll6/image/103.pdf
Louis-Jean-Marie Daubenton letter, an 3 nivôse 15 [1795 Jan. 4]	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Daubenton, M. (Louis-Jean-Marie), 1716-1799.	1795-01-04	15 nivose III		lettre	fr			000001041794			TULANE 742 Lakanal, Joseph coll. Box.1 f.2	Tulane University, Louisiana Research Collection	See transcript link on the left navigation bar.	E-mail larc@tulane.edu with questions or comments. See instructions for ordering reprints of this item here: http://larc.tulane.edu/patron/copying.  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the Tulane University's Special Collections Library. Copyright is retained in accordance with U. S. copyright laws.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2010-10-28	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/103	103	104.cpd	/p15140coll6/image/104.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/104	104	105.jp2	/p15140coll6/image/105.jp2
Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/105	105	106.jp2	/p15140coll6/image/106.jp2
Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/106	106	107.jp2	/p15140coll6/image/107.jp2
Page 4	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/107	107	108.jp2	/p15140coll6/image/108.jp2
117105111792e_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/108	108	109.pdf	/p15140coll6/image/109.pdf
Maby Desmontis letter, 1792 May 11	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803		1792-05-11	11 May 1792	Nantes	lettre	fr	négociant		117105111792	Maby Desmontis Letter, Mss. 1171, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Misc:D	Maby Desmontis letter, 1792.	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/109	109	110.cpd	/p15140coll6/image/110.cpd
000029041788b_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/111	111	112.pdf	/p15140coll6/image/112.pdf
Martín Navarro advertisement, 1788 Apr. 29	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Navarro, Martín, 1738-1793	1788-04-29	29 Avril 1788	Nelle Orléans	avertissement	fr	intendant Gral des provinces de la Louisiane…		000029041788			TULANE Kuntz coll.600-18-11	Tulane University, Louisiana Research Collection	See transcript link on the left navigation bar.	E-mail larc@tulane.edu with questions or comments. See instructions for ordering reprints of this item here: http://larc.tulane.edu/patron/copying.  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the Tulane University's Special Collections Library. Copyright is retained in accordance with U. S. copyright laws.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2010-10-28	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/112	112	113.cpd	/p15140coll6/image/113.cpd
000030061793c_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/115	115	116.pdf	/p15140coll6/image/116.pdf
Mermilliod Fils letter, 1793 Jun. 30	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803		1793-06-30	30 juin 1793. 2e de la Republique francaise	Paris		fr			000030061793			TULANE 49 Tulane Paul papers Box 1 f.1792-1860 lettre	Tulane University, Louisiana Research Collection	See transcript link on the left navigation bar.	E-mail larc@tulane.edu with questions or comments. See instructions for ordering reprints of this item here: http://larc.tulane.edu/patron/copying.  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the Tulane University's Special Collections Library. Copyright is retained in accordance with U. S. copyright laws.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2010-10-28	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/116	116	117.cpd	/p15140coll6/image/117.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/117	117	118.jp2	/p15140coll6/image/118.jp2
158309161792b_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/118	118	119.pdf	/p15140coll6/image/119.pdf
Napoleon Bonaparte commission, an 11 fructidor 30 [1803 Sept. 17]	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	France. Sovereign (1799-1814 : Napoleon I)	1803-09-17	30 fructidor XI		promotion	fr	Consul de France		158309161792	Napoleon Bonaparte Document, Mss. 1583, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	OS	Napoleon Bonaparte commission, an 11 fructidor 30 [1803 Sept. 17].	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/119	119	120.cpd	/p15140coll6/image/120.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/120	120	121.jp2	/p15140coll6/image/121.jp2
Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/121	121	122.jp2	/p15140coll6/image/122.jp2
Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/122	122	123.jp2	/p15140coll6/image/123.jp2
Page 5	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/123	123	124.jp2	/p15140coll6/image/124.jp2
100000001802e_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/124	124	125.pdf	/p15140coll6/image/125.pdf
Napoleon Bonaparte proclamation of 27 germinal X (17 April 1802) published in Moniteur de la Louisiane, 1802 Aug. 14	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	France. Sovereign (1799-1814 : Napoleon I) 	1802-08-14 	14 août 1802 	Paris 	proclamation 	fr	Consul de France 		100000001802 	Moniteur de la Louisiane, Microfilm 1000, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La. 	Mf 1000 Reel 1a 	Moniteur de la Louisiane, Nelle Orléans #304 	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/125	125	126.cpd	/p15140coll6/image/126.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/126	126	127.jp2	/p15140coll6/image/127.jp2
Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/127	127	128.jp2	/p15140coll6/image/128.jp2
Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/128	128	129.jp2	/p15140coll6/image/129.jp2
028201291796d_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/129	129	130.pdf	/p15140coll6/image/130.pdf
