Title	Compound	Notes	Date	Photographer	Index Terms	Item Number	Collection Name	Digital Type	Digital Size	Original Type/Size	Rights	Collection Source	Source	Cite As	Contact and Ordering Information	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Mrs. Eugene Atkinson's garden	No	See also 176230a. The camera stands in the yard of Mrs. Eugene Atkinson's garden, behind her home near the corner of Saint Charles Avenue and Calhoun, looking back toward the house. A decorative planter, flower border, and paving fill the frame.	1926	unknown	New Orleans (La.)--Photographs<br>Photography of gardens --Louisiana--New Orleans	17620030bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/53	53	54.jpg	/NONegExposures/image/54.jpg
817 - 819 Gravier Street (between Carondelet and Baronne Streets)	No	See also 176231 b - d. The camera appears to stand in an upper floor of a building across from 817 - 819 Gravier Street looking back at the building across Gravier. The negative carries the following typewritten identification: No. 1 August 29 1924  817 - 819 Gravier Street.	August 29, 1924	unknown	Architectural photography--Louisiana--New Orleans<br>Gravier Street (New Orleans, La.)--Photographs<br>Norman Mayer & Co. (Firm: New Orleans, La.)--Photographs	17620031ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/54	54	55.jpg	/NONegExposures/image/55.jpg
825 Gravier Street (between Carondelet and Baronne Streets)	No	See also 176231 a, c - d. The camera appears to stand in an upper floor of a building across from 825 Gravier Street looking back at the building across Gravier. The negative carries the following typewritten identification: No. 3 August 25 1924 825 Gravier Street.	August 24, 1924	unknown	Architectural photography--Louisiana--New Orleans<br>Levy & Aronson (Firm: New Orleans, La.)--Photographs<br>Gravier Street (New Orleans, La.)--Photographs	17620031bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/55	55	56.jpg	/NONegExposures/image/56.jpg
827 Gravier Street (between Carondelet and Baronne Streets)	No	See also 176231 a - b, d. The camera appears to stand in an upper floor of a building across from 827 Gravier Street looking back at the building across Gravier. The negative carries the following typewritten identification: No. 5  August 25 1924 827 Gravier Street.	August 24, 1924	unknown	Architectural photography--Louisiana--New Orleans<br>L. Girot Co. Ltd. - Tailors (Firm: New Orleans, La.)--Photographs<br>Gravier Street (New Orleans, La.)--Photographs	17620031cp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/56	56	57.jpg	/NONegExposures/image/57.jpg
829 Gravier Street (between Carondelet and Baronne Streets)	No	See also 176231 a - c. The camera appears to stand in an upper floor of a building across from 829 Gravier Street looking back at the building across Gravier. The negative carries the following typewritten identification: No. 14  August 25 1924   829 Gravier Street.	August 24, 1924	unknown	Gravier Street (New Orleans, La.)--Photographs<br>Architectural photography--Louisiana--New Orleans	17620031dp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/57	57	58.jpg	/NONegExposures/image/58.jpg
United Fruit Company, Banana Conveyor	No	The camera stands atop the last of three conveyors alongside and amidship of the S. S. Abangarez out of New York looking aft along the fairweather deck. Two banana conveyors stand ready to load fruit onto the ship. A few crew members and stevedores stand about looking at the camera.	ca. 1928	unknown	Banana trade--Louisiana--New Orleans--Photographs<br>United Fruit Company--Photographs<br>Abangarez (steamship)--Photographs	17620032ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/58	58	59.jpg	/NONegExposures/image/59.jpg
United Fruit Company, Banana Conveyor	No	The camera stands amidship of the S. S. Abangarez out of New York looking forward along the fairweather deck. Three banana conveyors stand ready to load fruit onto the ship. The wharfside warehouse appears in the background.	ca. 1928	unknown	Banana trade--Louisiana--New Orleans--Photographs<br>United Fruit Company--Photographs	17620032bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/59	59	60.jpg	/NONegExposures/image/60.jpg
Crowd gathered outside an old church building	No	See also 176233b. The camera stands atop an unknown structure looking toward a crowd assembled to the side and behind what appears to be a single room church building. What may be a speaker's platform appears on the left of frame.	ca. 1928	unknown	New Orleans (La.)--Photographs<br>Outdoor photography--Louisiana--New Orleans<br>Crowds--Louisiana--New Orleans--Photographs	17620033ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/60	60	61.jpg	/NONegExposures/image/61.jpg
Portrait of unidentified church group	No	See also 176233a. The camera stands at ground level in front of a small church looking toward the church's front doors and a group of people standing for their portrait.	ca. 1928	unknown	New Orleans (La.)--Photographs<br>Portraits, Group--Louisiana--New Orleans<br>Outdoor photography--Louisiana--New Orleans	17620033bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/61	61	62.jpg	/NONegExposures/image/62.jpg
Unidentified country home	No	The camera stands at ground level looking toward a large, two-story home surrounded by leafless deciduous trees. Two vehicles have been parked at the side of the house, one in the porte cochere.	ca. 1928	unknown	Porte-cocheres--Photographs<br>Outdoor photography--Louisiana<br>Architectural photography--Louisiana<br>Single-family dwellings--Photographs	17620034p	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/62	62	63.jpg	/NONegExposures/image/63.jpg
Unidentified woman	No	See also 176235b. The camera stands outdoors in a field of wildflowers looking toward a young woman standing with a bouquet of flowers picked from the field.	ca. 1928	unknown	Women--Photographs<br>Outdoor photography--Louisiana	17620035ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/63	63	64.jpg	/NONegExposures/image/64.jpg
Unidentified woman	No	See also 176235a. The camera stands outdoors in front of the entrance to a large covered structure that may be a marketplace looking toward a young woman standing with a small bunch of flowers.	ca. 1928	unknown	Women--Photographs<br>Outdoor photography--Louisiana	17620035bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/64	64	65.jpg	/NONegExposures/image/65.jpg
