Series	Title	Interviewee	Date(s) of Interview	Interviewer	Summary	Abstract 	Biographical Note	Subjects	Physical Description	Repository	Cite As	Copyright (Terms of use / reprodcution) (all updated as of 5/5/2015)	Contact and Ordering Information 
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Estelle Beachaump oral history interview, 1997"	"Beachaump, Estelle Deda, b. 1904"	1997	"Salaam, Tayari Kwa"	"Estelle Beachaump discusses her family, education, and businesses, and Shiloh Missionary Baptist Church, especially its history, membership, social services, and pastors."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Beachaump_Estelle_T1259.pdf	"Estelle Beachaump was born in Baton Rouge, La., and attended Leland College in Baker, La.  She ran two beauty parlors and was a member of Shiloh Missionary Baptist Church in Baton Rouge since age 12."	"Beachaump, Estelle Deda, b. 1904--Interviews.; Shiloh Missionary Baptist Church (Baton Rouge, La.); African American Baptists--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge.; African American clergy--Louisiana--Baton Rouge.; Beauty shops--Louisiana--Baton Rouge."	1 sound cassette (26 minutes); Index (4 leaves); Transcript (24 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Estelle Beachaump Oral History Interview, Mss. 4700.0881, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Eula Mae Hatter oral history interview, 1997"	"Hatter, Eula Mae, 1921-2000"	1997	"Jenkins, Rashada,; Welsh, Katina,; Jenkins, Shanta,"	"Hatter discusses her early experience with religion, church activities, and gospel music; churches she has attended and choirs she has participated with; her career at WXOK; gospel music and the differences between hymns and spirituals; and gospel artists and groups from the Baton Rouge area and across the South."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Hatter_Eula_T1273.pdf	"Eula Mae Hatter was born in Baton Rouge, La., to Matthew Hatter and Eula Berryhill Hatter.  She graduated from McKinley High School in 1939 and attended Southern University from 1940 to 1941.  She was employed by various shops in downtown Baton Rouge until being hired by WXOK radio in 1954.  Her gospel program, the ""Eula Mae Hatter Gospel Hour,"" was one of the station's best rated programs.  Hatter also was active in many church-related activities with New Prospect Baptist Church and the Emmanuel Baptist Church Aid Association."	"Hatter, Eula Mae, 1921-2000--Interviews.; WXOK (Radio station : Baton Rouge, La.); African American Baptists--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge.; African American radio stations--Louisiana--Baton Rouge.; Gospel music--Louisiana.; Gospel musicians--Louisiana."	1 sound cassette (23 minutes); Index (2 p.); Transcript (14 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Eula Mae Hatter Oral History Interview, Mss. 4700.0895, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Fred C. Matthews, Jr. and Melvin Sambo, Sr. oral history interview, 1997"	"Matthews, Fred C., 1906-2002"	1997	"Sambo, Melvin,; Taylor, LaVada U., 1914-1999,"	"Matthews and Sambo discuss their work histories; public works in Baton Rouge during the Depression; Fred C. Matthews, Sr., the former pastor of Magnolia Hope Baptist Church; the history and activities of Magnolia Hope Baptist Church; Hope Estate Plantation; race relations in Louisiana; Felton Grandison Clark, former president of Southern Univesity, and his relationship with the Louisiana Legislature; Matthews' work for Exxon and maintaining Baton Rouge cemeteries; the problem of black on black crime; and leadership and community in African-American churches."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Matthews_Sambo_1238_1239.pdf	"Fred C. Matthews, Jr. moved to Baton Rouge with his father in 1920.  He worked for Exxon for more than thirty years and was a Trustee of Magnolia Hope Baptist Church.  Melvin Sambo, Sr. moved with his mother to Baton Rouge in 1935.  He worked at the Baton Rouge Rice Mill, Exxon, the University of California Hospital in San Francisco, and in the construction business in Baton Rouge.  He was a Deacon of Magnolia Hope Baptist Church."	"Matthews, Fred C., Jr., 1906-2002--Interviews.; Sambo, Melvin, 1914-1999--Interviews.; Clark, Felton Grandison, 1903-1970; Magnolia Hope Baptist Church (Baton Rouge, La.); Civilian Conservation Corps (U.S.); Exxon Corporation--Employees.; Louisiana.--Legislature.; Public works--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge.; African American Baptists--Louisiana--Baton Rouge.; Cemeteries--Louisiana--Baton Rouge.; African American criminals--Louisiana--Baton Rouge.; African American youth--Louisiana--Baton Rouge.; Hope Estate Plantation (La.); Louisiana--Race relations."	2 sound cassettes (2 hours); Transcript (117 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Fred C. Matthews, Jr. and Melvin Sambo, Sr. Oral History Interview, Mss. 4700.0863, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by the interviewees and/or their heirs and Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Jasmine McKnight oral history interview, 1997"	"McKnight, Jasmine, -1982"	1997	"Taylor, Lavada,"	"McKnight, a high school student, describes her experiences and beliefs as a devoted member of Magnolia Southern Baptist Church in Baton Rouge. She discusses her baptism, participation in church youth activities, and service in the community. She describes a typical church service, church outreach activities and prominent parishioners and pastors. She also touches on peer pressure and drug use among her peers, and her efforts to live in accordance with Christian teachings."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/McKnight_Jasmine_T1249.pdf	"Jasmine McKnight was born March 23, 1982, in Baton Rouge, La. She attended McKinley High School, and later Southern University where she was on the Gold'n Bluez Dance Team from 2000 to 2002. She graduated with a bachelor's degree in marketing in 2005."	"McKnight, Jasmine, 1982---Interviews.; Magnolia Southern Baptist Church (Baton Rouge, La.); African American Baptists--Louisiana--Baton Rouge.; African American young women--Religious life--Louisiana--Baton Rouge.; African American youth--Drug use--Louisiana--Baton Rouge.; African American youth--Religious life--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge.; Church work with African American youth--Louisiana--Baton Rouge."	1 sound cassette (53 minutes); Transcript (37 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Jasmine McKnight Oral History Interview, Mss. 4700.0871, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Michael Kwa Saah-Buckman oral history interview, 1997"	"Saah-Buckman, Michael Kwa, "	1997	"Green, Shawnte,; Jacobi, Paula T.,"	"Michael Kwa Saah-Buckman discusses St. Francis Xavier Catholic Church, including its history, liturgy, school, social services, and membership."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Saah-Buckman_Michael_T1222.pdf	"Michael Kwa Saah-Buckman was pastor of St. Francis Xavier Catholic Church, an African-American parish founded in 1918 in Baton Rouge, La.  He was educated in Catholic schools and received his degree in philosophy and theology from St. Peter's Regional Seminary in Ghana.  He was ordained in 1993 and assigned to St. Francis Xavier  in 1996 as its first African pastor."	"Saah-Buckman, Michael Kwa--Interviews.; Saint Francis Xavier Catholic Church (Baton Rouge, La.); Catholic Church--Louisiana--Baton Rouge--Clergy.; African American Catholics--Louisiana--Baton Rouge.; Catholic elementary schools--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge."	1 sound cassette (34 minutes); Transcript (16 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Michael Kwa Saah-Buckman Oral History Interview, Mss. 4700.0848, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Nathaniel F. Harrison, Jr. oral history interview, 1997"	"Harrison, Nathaniel F., -1950"	1997	"Morrison, Tonetta B.,"	"Harrison discusses many aspects of Mount Zion Baptist Church in Baton Rouge, including the church's history, demographics, ministries and services, role in the community, efforts to work with troubled youth and elderly parishioners, and the changing role of the church in people's lives. He describes his personal involvement in the church and work with Reverend Theodore J. Jemison."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Harrison_Nathaniel_T1242.pdf	"Nathaniel Harrison, Jr. was born in Houma, La., in 1950. He moved to Baton Rouge in 1965 to live with his uncle, Nicholas, a deacon at Mount Zion Baptist Church. Harrison received a B.S. and Master's degree from Southern University and spent his career at Southern working in various administrative positions. He has served in many capacities at Mount Zion Baptist Church, most recently as a church officer."	"Harrison, Nathaniel F., Jr., 1950---Interviews.; Jemison, T. J.--(Theodore Judson); Mount Zion First Baptist Church (Baton Rouge, La.); African American Baptists--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge."	1 sound cassette (48 minutes); Transcript (24 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Nathaniel F. Harrison, Jr. Oral History Interview, Mss. 4700.0866, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Quention Thomas ""Q.T."" Ellis Sr. oral history interview, 1997"	"Ellis, Q. T. 1910-2006"	1997	"McGee, Heidi,; Sanders, Christy E."	Ellis mainly discusses his pastoring duties at multiple area churches over his nearly sixty years as a pastor. He gives some information and history on several of his congregations including Fairview and New Ark Baptist Churches.	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Ellis_Quention_T1224.pdf	Ellis was born in 1910 to Thomas and [Lulla?] Ellis. He attended Evening Star School and Leland College and went on to serve as pastor at ten Baton Rouge-area Baptist churches.	"Ellis, Q. T.--(Quention Thomas), 1910-2006--Interviews.; Ebenezer Baptist Church (Baton Rouge, La.); Fairview Baptist Church (Baton Rouge, La.); New Ark Baptist Church (Baton Rouge, La.); Providence Baptist Church (Baton Rouge, La.); African American Baptists--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge."	1 sound cassette (28 minutes); Index (2 leaves); Abstract (1 leaf)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Quention Thomas ""Q.T."" Ellis Sr. Oral History Interview, Mss. 4700.0850, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Churches	"Virginia Butler oral history interview, 1997"	"Butler, Virginia, 1907-1998"	1997	"Green, Shawnte,; Lovely, Chastity,; Heard, Melvin,; Bogart, Beau,"	"Butler describes her early years in St. Francisville, the religious experience that prompted her to be baptized in 1929 at Ebenezer, and her experiences at Greater Beulah. She discusses church activities and outreach, her presidency of the choir and favorite gospel song, the importance of Bible study and her favorite Bible verse, current and prior reverends at Beulah and Ebenezer, her faith in God and her philosophy of addressing problems directly and treating all people with respect."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/3_churches/Butler_Virginia_T1270.pdf	"Virginia Butler was born to Ed and Patsy Butler and raised in St. Francisville, La., in the early 1900s. As a child, she worked in the fields. After moving to Baton Rouge, she had a religious experience in which she heard the voice of God. She was baptized in 1929 at Ebenezer Baptist Church and later became an active member of Greater Beulah Baptist Church, where she was president of the choir for almost forty years."	"Butler, Virginia, 1907-1998--Interviews.; Greater Beulah Baptist Church (Baton Rouge, La.); Ebenezer Baptist Church (Baton Rouge, La.); African American Baptists--Louisiana--Baton Rouge.; African American women--Religious life--Louisiana--Baton Rouge.; African Americans--Religious life--Louisiana--Baton Rouge.; African American churches--Louisiana--Baton Rouge.; African American clergy--Louisiana--Baton Rouge."	1 digital audio file (52 minutes); Transcript (31 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Virginia Butler Oral History Interview, Mss. 4700.0892, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Armond Brown oral history interview, 2002"	"Brown, Armond D., -1954"	2002	"Sciaraffa, Mary, -1971"	"Armond Brown discusses his education, the stages in his career as an educator, the culture of south Baton Rouge, his association with the McKinley High School Oral History Project, and the project's role in connecting the generations in south Baton Rouge."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/Brown_Armond_T3174.pdf	"Armond Brown graduated from Capital High School and Southern University in Baton Rouge, La.  He taught in Baton Rouge-area high schools before becoming athletic director and head football coach at McKinley High School.  He later became assistant principal then principal at McKinley High School."	"Brown, Armond D., 1954---Interviews.; McKinley High School (Baton Rouge, La.); McKinley High School Oral History Project.; African American school principals--Louisiana--Baton Rouge.; African American football coaches--Louisiana--Baton Rouge.; African American high school students--Louisiana--Baton Rouge.; African Americans--Education (Secondary)--Louisiana--Baton Rouge.; Oral history--Louisiana--Baton Rouge.; Generations--Louisiana--Baton Rouge.; Baton Rouge (La.)--Social life and customs."	1 sound cassette (17 minutes); Transcript (13 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Armond Brown Oral History Interview, Mss. 4700.1593, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Bernestine B. McGee oral history interview, 2002"	"McGee, Bernestine B., "	2002	"Perkins, Chrystal,; Rose, Julie,; Faulkner, Barbara,"	"McGee discusses the aims, ideals and history of Zeta Phi Beta sorority, particularly the Mu Zeta chapter, founded in Baton Rouge in 1920.  She describes chapter activities, which revolve around Zeta Phi Beta's seven point plan of action, and especially focuses on the sorority's work with youth in the community."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/McGee_Bernestine_T3173.pdf	"Bernestine McGee was born in Gilbert, Louisiana. She received her B.S. degree from Southern University, and her master's and doctorate degrees from the University of Iowa. McGee is an administrator and professor of nutrition at Southern University in Baton Rouge. She is the president of the Mu Zeta chapter of Zeta Phi Beta sorority."	"McGee, Bernestine B.--Interviews.; Zeta Phi Beta Sorority.--Mu Zeta Chapter (Baton Rouge, La.); African American Greek letter societies--Louisiana--Baton Rouge.; African American women--Social networks--Louisiana--Baton Rouge.; Women volunteers in social service--Louisiana--Baton Rouge."	1 sound cassette (46 minutes); Transcript (22 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Bernestine B. McGee Oral History Interview, Mss. 4700.1592, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Charles Aubrey Ricard oral history interview, 2005"	"Ricard, Charles Aubrey, -1930"	2005	"Hendry, Petra Munro, -1958"	"Ricard discusses growing up in South Baton Rouge, describing local businesses, schools, and the physical and demographic makeup of the neighborhood.  He gives specifics on the location of particular homes and businesses in the predominantly African-American neighborhood.  He delves into his family's history of owning property in Downtown Baton Rouge since the 1910s or 1920s."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/Ricard_Charles_T3446.pdf	"Charles Ricard was born in 1930 in Baton Rouge, La., to Wilbert Ricard and Bessie DeCuir Ricard.  He attended elementary school at St. Francis Xavier and graduated from Southern University Laboratory High School in 1948.  His father, Wilbert, was a contractor and Ricard learned the trade from him.  He went on to work for several building and construction firms in Baton Rouge.  Ricard was widowed and met his second wife, Mary, in 1967.  He has three children."	"Ricard, Charles Aubrey, 1930---Interviews.; Ricketts family.; DeCuir family.; Saint Francis Xavier Catholic Church (Baton Rouge, La.); African American business enterprises--Louisiana--Baton Rouge.; African American neighborhoods--Louisiana--Baton Rouge.; African Americans--Louisiana--Baton Rouge--Social life and customs.; African Americans--Education--Louisiana--Baton Rouge.; Ethnic neighborhoods--Louisiana--Baton Rouge."	"1 sound cassette (1 hour, 21 minutes); Transcript (87 leaves); Abstract (2 leaves)"	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Charles Aubrey Ricard Oral History Interview, Mss. 4700.1744, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Charles Vincent oral history interview, 2002"	"Vincent, Charles, -1945"	2002	"Clark, Nita,; Grimes, Courtney,"	"Vincent discusses racism and social turbulence in Baton Rouge and the South in the 1960s and 1970s, including the murder of Emmett Till, his experiences with racism while growing up in Southwest Mississippi, incidents with police on the Southern University campus in the 1960s and 1970s, nonviolence and the violent deaths of African-American leaders, and relationships among the Southern University administration, faculty, and students during the period."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/Vincent_Charles_T3192.abs.pdf	"Charles Vincent was born in Hazlehurst, Miss., on October 19, 1945.  He attended Utica Junior College, Jackson State University, and Louisiana State University.  He has a Ph.D. in history and teaches at Southern University.  Vincent has been a visiting professor at Louisiana State University and eminent scholar at Virginia State University (Petersburg).  He is the author of ""Black Legislators in Louisiana Reconstruction"" and ""A Centennial History of Southern and A&M College, 1880-1980."""	"Vincent, Charles, 1945---Interviews.; Till, Emmett, 1941-1955.; Southern University and A & M College--History--20th century.; African American leadership--Violence against.; African Americans--Civil rights--Louisiana--Baton Rouge.; African Americans--Civil rights--Mississippi.; Racism--Louisiana--Baton Rouge.; Racism--Mississippi.; Police brutality--Louisiana--Baton Rouge.; Police brutality--Mississippi.; Nonviolence--Religious aspects--Christianity.; Baton Rouge (La.)--Race relations.; Mississippi--Race relations."	1 sound cassette (26 minutes); Transcript (12 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Charles Vincent Oral History Interview, Mss. 4700.1609, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.  Patrons wishing to publish this interview or utilize the audio recording must contact the interviewee.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Emerson Nathaniel Bell oral history interview, 2002"	"Bell, Emerson Nathaniel, 1931-2006"	2002	"Faulkner, Barbara,"	"Bell discusses how his upbringing in South Baton Rouge encouraged him to explore the arts, which came naturally to him.  He recalls the influence of his arts education by family members, friends, and other artists in the community. He describes his early works and traces the influence of various artists who instilled in him the values of simplicity, sincerity and hard work.  He recalls influences and opportunities in New Orleans, Chicago, New York, Detroit, Canada and Japan. He expounds on the spiritual influences on his work and how he still draws inspiration from his early life experiences. Finally, he discusses teaching young artists and urging them to resist material interests and build their confidence."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/Bell_Emerson_T3175.pdf	"Emerson Bell, known for his sculpture, printmaking and painting, was born in Baton Rouge, La.  Bell attended McKinley High School, the Central Area Vocational School, and he studied at the John Payne National College and Charles Wilson Fine Arts Academy.  He also studied under Alvin Batiste at Southern University.  He served in the army from 1953 to 1955, and was stationed in Japan and South Korea. Bell received grants from the Ford Foundation and the National Endowment for the Arts and was the first artist-in-residence in the Baton Rouge Public School System, where he taught art for many years. Bell passed away in 2006 at age 74."	"Bell, Emerson Nathaniel, 1931-2006--Interviews.; African American artists--Louisiana--Baton Rouge.; African American artists as teachers--Louisiana--Baton Rouge."	"1 sound cassette (1 hour, 8 minutes); Transcript (28 leaves)"	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Emerson Nathaniel Bell Oral History Interview, Mss. 4700.1594, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Freddie Pitcher oral history interview, 2002"	"Pitcher, Freddie, -1945"	2002	"Clark, Nita,; Grimes, Courtney,; Ng-A-Fook, Nicholas A., -1975"	"Pitcher discusses his legal career; the South Baton Rouge community; McKinley High School and its alumni; segregated neighborhoods in Baton Rouge in the 1950s and 1960s; discriminatory behavior; and the organizations, clubs, and boards he serves on in the community."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/Pitcher_Freddie_T3190.abs.pdf	"Freddie Pitcher was born in Baton Rouge, La., on April 28, 1945, to Freddie Pitcher Sr. and Lucy Ingram Pitcher. He graduated from McKinley High School (1962) and Southern University (B.A., 1966; J.D., 1973). He co-founded the law firm of Pitcher, Tyson, Avery, and Cunningham and was elected Baton Rouge's first African-American city court judge in 1983. Pitcher also was elected judge of the 19th Judicial District Court (1987) and the First Circuit Court of Appeals (1992). He became a full professor and chancellor of the Southern University Law Center in 2003."	"Pitcher, Freddie, 1945---Interviews.; McKinley High School (Baton Rouge, La.); African American neighborhoods--Louisiana--Baton Rouge.; African Americans--Education (Secondary)--Louisiana--Baton Rouge.; Discrimination in housing--Louisiana--Baton Rouge.; Law firms--Louisiana--Baton Rouge.; Race discrimination--Louisiana--Baton Rouge.; Baton Rouge (La.)--Race relations."	1 sound cassette (57 minutes); Transcript (22 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Freddie Pitcher Oral History Interview, Mss. 4700.1607, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
McKinley High School Oral History Project: Old South Baton Rouge Social Organizations	"Huel D. Perkins oral history interview, 2006"	"Perkins, Huel D. 1924-2013"	2006	"Hendry, Petra Munro, -1958"	"Perkins discusses his education and goes into some detail on his family history.  He discusses the educational opportunities available to African-American students in the Baton Rouge area in the 1930s and 1940s, including McKinley High and the three elementary schools for African-American children.  He describes activities and sports he took part in in the community and through his church and school.  He discusses some of the prominent leaders in the Baton Rouge African-American community.  Perkins also discusses segregation, racism, African-American fraternities, and civil rights activism."	http://lib.lsu.edu/services/oralhistory/abstracts/mckinley/5_social/Perkins_Huel_T3516.pdf	"Huel D. Perkins was born in 1924 to John E. Perkins, Sr., and Velma Valeria Davis Perkins in Baton Rouge, La.  He attended Southern University Laboratory School for elementary and high school, graduating in 1940.  He attended Southern University for three years until he enlisted with the U.S. Navy to serve in World War II.  After the war, Perkins completed his bachelor's degree at Southern University and went on to receive a master's and Ph.D. from Northwestern University.  Perkins eventually returned to Baton Rouge and joined the faculty of Southern University where he taught music for twenty-seven years.  In 1978, he accepted a position as assistant vice chancellor of academic affairs at Louisiana State University.  Perkins continued his connection to LSU as executive assistant to Chancellor Bud Davis until 1989, when he also became a professor emeritus of humanities at LSU."	"Perkins, Huel D.--(Huel Davis), 1924-2013--Interviews.; McKinley High School (Baton Rouge, La.); Southern University and A & M College.; African Americans--Civil rights--Louisiana--Baton Rouge.; African Americans--Education--Louisiana--Baton Rouge.; African Americans--Segregation--Louisiana--Baton Rouge.; African American freemasons--Louisiana--Baton Rouge.; African American high school students--Louisiana--Baton Rouge.; African American youth--Louisiana--Baton Rouge.; Civil rights movements--Louisiana--Baton Rouge.; Greek letter societies--Louisiana--Baton Rouge.; High school student activities--Louisiana--Baton Rouge.; Racism--Louisiana--Baton Rouge.; Segregation in education--Louisiana--Baton Rouge.; Baton Rouge (La.)--Race relations."	"1 sound cassette (1 hour, 30 minutes); Transcript (68 leaves); Abstract (2 leaves)"	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Huel D. Perkins Oral History Interview, Mss. 4700.1792, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
