Title	Creator	Contributors	Date	Publisher	Subject	Coverage	Description	Notes	Language	Type	Repository	Restrictions	Cite As	Format	Contact and Ordering Information	Object File Name	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.27723196N/150.8355221W.	Photograph 71-3-150.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000888	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/877	877	5534716782003_cd000888.gif	/CRD/image/5534716782003_cd000888.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.27514861N/150.8376009W.	Photograph 71-3-151.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000889	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/878	878	8504716782003_cd000889.gif	/CRD/image/8504716782003_cd000889.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.26268488N/150.849397W.	Photograph 71-3-158.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000890	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/879	879	1004816782003_cd000890.gif	/CRD/image/1004816782003_cd000890.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.26490436N/150.8474392W.	Photograph 71-3-157.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000891	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/880	880	3664816782003_cd000891.gif	/CRD/image/3664816782003_cd000891.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.26698307N/150.8449648W.	Photograph 71-3-156.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000892	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/881	881	6794816782003_cd000892.gif	/CRD/image/6794816782003_cd000892.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.27075942N/150.8419132W.	Photograph 71-3-154.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000893	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/882	882	9294816782003_cd000893.gif	/CRD/image/9294816782003_cd000893.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.27263949N/150.841583W.	Photograph 71-3-153.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000894	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/883	883	1944916782003_cd000894.gif	/CRD/image/1944916782003_cd000894.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.2736572N/150.8404138W.	Photograph 71-3-152.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000895	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/884	884	4604916782003_cd000895.gif	/CRD/image/4604916782003_cd000895.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32910861N/150.7492142W.	Photograph 71-3-159.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000896	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/885	885	7254916782003_cd000896.gif	/CRD/image/7254916782003_cd000896.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32703292N/150.7518389W.	Photograph 71-3-160.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000897	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/886	886	9914916782003_cd000897.gif	/CRD/image/9914916782003_cd000897.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32505505N/150.755118W.	Photograph 71-3-161.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000898	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/887	887	2725016782003_cd000898.gif	/CRD/image/2725016782003_cd000898.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32350342N/150.7602137W.	Photograph 71-3-162.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000899	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/888	888	6635016782003_cd000899.gif	/CRD/image/6635016782003_cd000899.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32211272N/150.7638267W.	Photograph 71-3-163.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000900	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/889	889	9605016782003_cd000900.gif	/CRD/image/9605016782003_cd000900.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32068702N/150.7682416W.	Photograph 71-3-164.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000901	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/890	890	2255116782003_cd000901.gif	/CRD/image/2255116782003_cd000901.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31899406N/150.7728181W.	Photograph 71-3-165.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000902	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/891	891	5545116782003_cd000902.gif	/CRD/image/5545116782003_cd000902.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31744028N/150.777778W.	Photograph 71-3-166.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000903	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/892	892	8505116782003_cd000903.gif	/CRD/image/8505116782003_cd000903.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31641833N/150.7858735W.	Photograph 71-3-167.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000904	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/893	893	855216782003_cd000904.gif	/CRD/image/855216782003_cd000904.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31474606N/150.7921752W.	Photograph 71-3-168.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000905	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/894	894	3355216782003_cd000905.gif	/CRD/image/3355216782003_cd000905.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31364948N/150.7978817W.	Photograph 71-3-169.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000906	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/895	895	6475216782003_cd000906.gif	/CRD/image/6475216782003_cd000906.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31389112N/150.8103635W.	Photograph 71-3-170.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000907	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/896	896	9445216782003_cd000907.gif	/CRD/image/9445216782003_cd000907.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31263027N/150.8099659W.	Photograph 71-3-172.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000908	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/897	897	1945316782003_cd000908.gif	/CRD/image/1945316782003_cd000908.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31606218N/150.7970903W.	Photograph 71-3-174.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000909	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/898	898	4915316782003_cd000909.gif	/CRD/image/4915316782003_cd000909.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31788529N/150.7921032W.	Photograph 71-3-175.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000910	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/899	899	7725316782003_cd000910.gif	/CRD/image/7725316782003_cd000910.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.31963821N/150.7887201W.	Photograph 71-3-176.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000911	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/900	900	385416782003_cd000911.gif	/CRD/image/385416782003_cd000911.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32149281N/150.7826631W.	Photograph 71-3-177.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000912	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/901	901	2885416782003_cd000912.gif	/CRD/image/2885416782003_cd000912.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32308497N/150.777166W.	Photograph 71-3-178.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000913	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/902	902	6635416782003_cd000913.gif	/CRD/image/6635416782003_cd000913.gif
Photograph of the Colville River Delta	Walker, H. J. (Harley Jesse), 1921-		1971-07-17		Aerial photographs;Colville River (Alaska)		Aerial view of 70.32504356N/150.7722938W.	Photograph 71-3-179.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000914	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/903	903	8975416782003_cd000914.gif	/CRD/image/8975416782003_cd000914.gif
