Title	Author	Century	Date	Origin	Contents	Illustration	Scripts	Scribe/artists	Current location	Description	Bibliographical references	Publications about	Associated names	Alternative title(s)	Language	Genres	Facsimile Publisher	Extent	Call Number	Contributors	Publisher	Type	Digital Format	Repository	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Dates	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
mm00009_Page 026r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/454	454	455.jpg	/MMF/image/455.jpg
mm00011_Page 071r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/455	455	456.jpg	/MMF/image/456.jpg
Vol 1 Page 004v 005r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/456	456	457.jpg	/MMF/image/457.jpg
Vol 1 Page 048r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/457	457	458.jpg	/MMF/image/458.jpg
Vol 2 Page 222v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/458	458	459.jpg	/MMF/image/459.jpg
mm00032_Page 077v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/460	460	461.jpg	/MMF/image/461.jpg
mm00032_page 092r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/461	461	462.jpg	/MMF/image/462.jpg
Page 002r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/462	462	463.jp2	/MMF/image/463.jp2
Page 015r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/463	463	464.jp2	/MMF/image/464.jp2
Page 171v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/464	464	465.jp2	/MMF/image/465.jp2
Page 206v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/465	465	466.jp2	/MMF/image/466.jp2
Page 014v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/467	467	468.jpg	/MMF/image/468.jpg
Page 017r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/468	468	469.jpg	/MMF/image/469.jpg
Page 106r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/469	469	470.jpg	/MMF/image/470.jpg
Page 162v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/470	470	471.jpg	/MMF/image/471.jpg
Page 344r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/471	471	472.jpg	/MMF/image/472.jpg
Codice Albeldense	Various	10th century	976	Monastery of St. Martin at Albelda (Rioja, Spain)	Commentary on canon and civil law; Life of Mahomet; calendar with early depiction of Arabic numerals.	82 miniatures; Mozarabic Visigothic style, but with Carolingian-influenced miniatures	Visigothic	Vigila; illuminators: Sarracino and García	Biblioteca del Monasterio de San Lorenzo del Escorial (http://rbme.patrimonionacional.es/ )	Produced for the Monastery of St. Martin at Albelda (Rioja), the manuscript comprises 429 large folios written in double columns.  All three of the illuminators are pictured in one of the miniatures.    The Albelda codex is a compendium of canon and civil law. The main corpus comprises complete accounts of all the general councils, to which were added a selection of canons and decrees by popes up to St. Gregory the Great (540 - 604 AD). It also contains the Fuero Juzgo, the civil code used in Spain from the Gothic period up to the 13th century.     The work was enriched by the addition of historical and liturgical texts such as the Life of Mahomet, as well as the Albelda Short Chronicle or Calendar, in which we find the first mention and drawing in Europe of the Arabic numerals 1-9.     The 82 colored miniatures provide views of towns and portraits of famous persons. Although a Hispanic work, the influence of Carolingian miniatures in the illustrations is evident.					Latin		Madrid: Testimonio Compania Editorial, 2000	1 v.	Rare XX(2013813.1) FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00001											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	976		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/472	472	473.cpd	/MMF/image/473.cpd
mm00002- Noah full page																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/473	473	474.jp2	/MMF/image/474.jp2
Page 006r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/474	474	475.jpg	/MMF/image/475.jpg
Page 009r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/475	475	476.jpg	/MMF/image/476.jpg
Page 068r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/476	476	477.jpg	/MMF/image/477.jpg
Page 076r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/477	477	478.jpg	/MMF/image/478.jpg
Ashburnham Pentateuch		6th century	exact date unknown	possibly northern Spain or Rome	First four books of the Old Testament	18 miniatures	Uncial	Unknown	Bibliothèque Nationale, Paris, Ms. NAL 2334 (http://www.bnf.fr/en/tools/a.welcome_to_the_bnf.html )	This work contains 18 miniatures out of an estimated original total of 69, which are distributed irregularly through the first four books of the Old Testament. No part of Deuteronomy has survived. Most of the illustrations occupy a full page and are often subdivided into separate scenes. There are numerous inscriptions within the images.     The style resembles 6th-century Italian work; a Spanish origin has also been suggested. The manuscript was at Tours in the Middle Ages, where it was consulted for the frontispiece cycles of Carolingian Bibles.  In the 11th century it was used to help decorate the nearby church of St. Julien.					Latin		Valencia: Patrimonio Ediciones, 2004	1 v., bound in polished wooden boards	Rare ND3358 .P5 A84 2004 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00002											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/478	478	479.cpd	/MMF/image/479.cpd
Noah image from right column																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/479	479	480.jpg	/MMF/image/480.jpg
Page 065v 066r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/480	480	481.jpg	/MMF/image/481.jpg
Page 119v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/481	481	482.jpg	/MMF/image/482.jpg
Page 120r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/482	482	483.jpg	/MMF/image/483.jpg
Biblia de San Luis		13th century	1226-1234	Paris, France	The Bible	4887 roundels	Gothic	Unidentified	Toledo Cathedral, Spain (http://www.catedralprimada.es/biblioteca_capitular_toledo/ )	A richly illustrated “Moralized Bible,” in Latin. The earliest references to this work are the codicil and testament of Alfonso X the Wise, king of Castile, describing it as a "historiated Bible in three books given to us by the king of France" and "one of the most noble items belonging to the king."  Created between 1226 and 1234, this codex is famous for its almost 5000 medallions, depicting scenes from the Bible.      The three-volume manuscript was probably commissioned by Blanche of Castile, regent of France, and given to her son Louis IX to commemorate his marriage to Marguerite of Provence in 1234. Louis in turn gave it to Alfonso of Castile, either on the occasion of the contract of marriage in 1255 between Louis’s eldest son, Louis, and Alfonso’s daughter Berenguela or in connection with the marriage, negotiated in 1266 and celebrated in 1269, of Louis’s daughter Blanche to Alfonso’s son Fernando.					Latin		Barcelona: M. Moleiro Editor, S. A., 2000-2003	V. 1-3, facsimile; v. 4, transcription; v. 5, commentary	Rare BS70 .L68 B53 2000 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00003											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1221, 1222, 1223, 1224, 1225, 1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235, 1236, 1237, 1238, 1239		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/483	483	484.cpd	/MMF/image/484.cpd
Page 170v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/484	484	485.jpg	/MMF/image/485.jpg
Page 264r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/485	485	486.jpg	/MMF/image/486.jpg
Coran de Muley Zaydan		16th century	1599	Morocco	An illuminated Qur’an	None	Kufic	Unknown	Biblioteca del Monasterio de San Lorenzo del Escorial, Spain (http://rbme.patrimonionacional.es/ )	This sixteenth-century Koran was "executed in the Mosque of the Al-Badi Palace in Marrakech, and finished on the 13th day of the month of Rab'ia in the year 1008 after the Hegira [2nd November 1599], during the reign of Sultan Al-Mansur, father of Muley Zaydan" (from Folio 264).  Written on paper, it was transported to Spain after the victory of Pedro de Para in the Barbary Sea in 1611. Richly decorated throughout, it is an outstanding example of mabsut style, with vocalization in red, tasdid and sukuns in blue. The titles of the suras are written in gold Kufic script on a blue ground. Folios 1v, 2r, 264v and 265v are illuminated with Moorish motifs.    The facsimile faithfully reproduces the original, including the gilt work and quality of the paper, which is, like the original, a laid paper. 					Arabic		Madrid: Testimonio, 1996	1 v. in facsimile binding	Rare BP100.5 1996 OVER			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00006											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1599		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/486	486	487.cpd	/MMF/image/487.cpd
Page 005v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/487	487	488.jp2	/MMF/image/488.jp2
Page 026v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/488	488	489.jp2	/MMF/image/489.jp2
Page 120r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/489	489	490.jp2	/MMF/image/490.jp2
Page 190v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/490	490	491.jp2	/MMF/image/491.jp2
Page 282r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/491	491	492.jp2	/MMF/image/492.jp2
Codex Vindobonensis		6th century	ca. 512	Constantinople	Early Medieval herbal	Vignettes and full-page illustrations of various plants and animals	Roman, Greek, Arabic	Unknown	Österreichischen Nationalbibliothek (med. Gr. 1) (http://www.onb.ac.at/ev/index.php )	This is the earliest known illustrated herbal and contains the De Materia Medica of Dioscorides Pedanius, written ca. 60 AD.  The work is a treatise on the medicinal value of herbs.  Also included are illustrations of various animals and birds.      The manuscript was made for Anicia Juliana, a noblewoman of Constantinople, whose father was briefly emperor.  It remained in Constantinople (where it may have been used by Hamon, the Jewish doctor of sultan Suleiman II) until about 1570, when it was purchased by the Holy Roman Emperor Maximilian II.  The artist is unknown, but the plant drawings resemble those of the early botanical illustrator Krateaus.					Greek, Latin, Turkish, Arabic, Hebrew, French		Graz, Akademische Druck- u. Verlagsanstalt, 19(65)-70	V. 1, facsimile; v. 2, commentary (in German)	Rare R126 .D5 1965 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00016											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/492	492	493.cpd	/MMF/image/493.cpd
Page 036r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/493	493	494.jpg	/MMF/image/494.jpg
Page 059r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/494	494	495.jpg	/MMF/image/495.jpg
Page 068r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/495	495	496.jpg	/MMF/image/496.jpg
Page 075v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-27	2008-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/496	496	497.jpg	/MMF/image/497.jpg
Apocalipsis Gulbenkian		13th century	ca. 1265-1270	Probably London	Commentary on the Apocalypse	152 miniatures	Gothic		Gulbenkian Foundation Museum, Lisbon, Portugal (http://museu.gulbenkian.pt/Museu/en/Homepage )	The text describes in allegorical language the struggles between good and evil, the persecution of the Church and its members, the temptations of the Devil and the tyrannical rule of the Antichrist.  Evil creatures, including the Dragon, the Beast and their followers fight against St. Michael and the Angels, the Woman in the Sun, and the Army of Heaven.  Good triumphs over evil and the text ends in the establishment of the Heavenly Jerusalem and the appearance of Christ to St. John.      In 13th-century England, picture books of the Apocalypse became one of the most popular forms of luxury illuminated books.  As texts for elaborate illustration and decoration, only Psalters outnumber the Apocalypses.   					Latin		Barcelona: M. Moleiro, 2001	V.1, facsimile; V. 2,  commentary:  Introduction; The Illustrated Apocalypse in Thirteenth Century England and its Historical Context; The Apocalypse Illustrations; The Commentary Illustrations; Style, Painting Techniques, Date and Place of Production; Codicological and Palaeographical Description; Transcription of the text; Description of Illustrations and Translation of the Text; Summary Description of Illumination and Text.	Rare BS2821.5 .G85 2001 OVER			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00022											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1260, 1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/497	497	498.cpd	/MMF/image/498.cpd
Page 001																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/498	498	499.jp2	/MMF/image/499.jp2
Page 002																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/499	499	500.jp2	/MMF/image/500.jp2
Page 003																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/500	500	501.jpg	/MMF/image/501.jpg
