Title	Date	Description of Original	Notes	Type	Subjects	Digital Collection	Repository	Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Digital Reproduction Information	Digitizer	Cataloged Date / Dataloger Initials	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Box 4, Page 95		Page 95 of Unidentified Photo Album from John B. Heroman Sr. Collection. (undated). The photo is of two women in a park.				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 4, Page 95)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-03-10	2015-03-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2300	2300	2350.jp2	/p16313coll81/image/2350.jp2
Box 4, Page 96		Page 96 of Unidentified Photo Album from John B. Heroman Sr. Collection. (undated). The photo is of a man fishing on a damaged dock.				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 4, Page 96)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-03-10	2015-03-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2301	2301	2351.jp2	/p16313coll81/image/2351.jp2
Brown photograph album with Fleur De Lis decoration	1885?-1940?	Unidentified Photo Album from John B. Heroman Sr. Collection. (undated). Album contains multiple pictures of outdoor subjects including hunting, fishing, farming, livestock, swamps, roads, bridges, moss covered trees and nature.		Image	Agriculture--Louisiana--Photographs; Families--Louisiana--Photographs; Farms--Louisiana--Photographs; Forests and forestry--Louisiana--Photographs; Outdoor photography--Louisiana.	John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 4)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier	3/10/2015 MCM			2015-03-10	2015-03-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2302	2302	2352.cpd	/p16313coll81/image/2352.cpd
Box 5, Album Cover	1885?-1940?	Page 01 Cover of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Album Cover)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-26	2015-02-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2303	2303	2353.jp2	/p16313coll81/image/2353.jp2
Box 5, Page 2		Page 02 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 02)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-26	2015-02-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2304	2304	2354.jp2	/p16313coll81/image/2354.jp2
Box 5, Page 3		Page 03 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 03)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-26	2015-02-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2305	2305	2355.jp2	/p16313coll81/image/2355.jp2
Box 5, Page 4		Page 04 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 04)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-26	2015-02-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2306	2306	2356.jp2	/p16313coll81/image/2356.jp2
Box 5, Page 5		Page 05 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 05)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-26	2015-02-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2307	2307	2357.jp2	/p16313coll81/image/2357.jp2
Box 5, Page 6		Page 06 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 06)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2308	2308	2358.jp2	/p16313coll81/image/2358.jp2
Box 5, Page 6 Photo A		Page 06 Photo A of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 06 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2309	2309	2359.jp2	/p16313coll81/image/2359.jp2
Box 5, Page 6 Photo B		Page 06 Photo B of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 06 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2310	2310	2360.jp2	/p16313coll81/image/2360.jp2
Box 5, Page 6 Photo C		Page 06 Photo C of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 06 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2311	2311	2361.jp2	/p16313coll81/image/2361.jp2
Box 5, Page 6 Photo D		Page 06 Photo D of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 06 Photo D)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2312	2312	2362.jp2	/p16313coll81/image/2362.jp2
Box 5, Page 7		Page 07 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 07)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2313	2313	2363.jp2	/p16313coll81/image/2363.jp2
Box 5, Page 8		Page 08 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 08)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2314	2314	2364.jp2	/p16313coll81/image/2364.jp2
Box 5, Page 8 Photo A		Page 08 Photo A of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 08 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2315	2315	2365.jp2	/p16313coll81/image/2365.jp2
Box 5, Page 8 Photo B		Page 08 Photo B of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 08 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2316	2316	2366.jp2	/p16313coll81/image/2366.jp2
Box 5, Page 8 Photo C		Page 08 Photo C of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 08 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2317	2317	2367.jp2	/p16313coll81/image/2367.jp2
Box 5, Page 8 Photo D		Page 08 Photo D of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 08 Photo D)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2318	2318	2368.jp2	/p16313coll81/image/2368.jp2
Box 5, Page 9		Page 09 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2319	2319	2369.jp2	/p16313coll81/image/2369.jp2
Box 5, Page 9 Photo A		Page 09 Photo A of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2320	2320	2370.jp2	/p16313coll81/image/2370.jp2
Box 5, Page 9 Photo B		Page 09 Photo B of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2321	2321	2371.jp2	/p16313coll81/image/2371.jp2
