Title	Date	Summary	Author	Index Terms	Author's Biographical Information	Addressee's Biographical Information	Finding Aid	Cite as	Repository	Transcriptions/Translations Note	Restrictions	Donor Information	Contact and Ordering Information	Item URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/272	272	273.jp2	/p16313coll34/image/273.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/273	273	274.jp2	/p16313coll34/image/274.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/274	274	275.jp2	/p16313coll34/image/275.jp2
page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/275	275	276.jp2	/p16313coll34/image/276.jp2
duplantierf02003e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/276	276	277.pdf	/p16313coll34/image/277.pdf
duplantierf02003f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/277	277	278.pdf	/p16313coll34/image/278.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1785 Apr. 12	1785-04-12	Armand Allard Duplantier, Pointe Coupée, addresses his father, Joseph Allard Duplantier, announcing that he has two sons, the elder eighteen months old and the younger three months old.  Duplantier boasts that the older, more robust, promises to merit the writer's nickname, 'Gradouble.'  The addresser makes brief references to his indigo- and slave-based finances and to having sent his wife to New Orleans for childbirth.  Duplantier says that while in New Orleans, he made the acquaintance of a Mr. Allard, also from Dauphiné [who could possibly be the Mr. Allard mentioned in some of Claude Trénonay's letters].  Duplantier says that he has had a portrait of his wife and elder son made and that he hopes Mr. Allard will take it to the writer's family in France while en route to Grenoble.	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; French--Family relationships--Louisiana.; Colonists--Family relationships--Louisiana.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/278	278	279.cpd	/p16313coll34/image/279.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/279	279	280.jp2	/p16313coll34/image/280.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/280	280	281.jp2	/p16313coll34/image/281.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/281	281	282.jp2	/p16313coll34/image/282.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/282	282	283.jp2	/p16313coll34/image/283.jp2
duplantierf02004e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/283	283	284.pdf	/p16313coll34/image/284.pdf
duplantierf02004f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/284	284	285.pdf	/p16313coll34/image/285.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1787 Feb. 03	1787-02-03	Armand Allard Duplantier, Pointe Coupée, writes his father, Joseph Allard Duplantier, indicating that the latter has received the portrait described in the author's April 12, 1785, letter, and that the Mr. Allard mentioned in the same is from Remollon, France.  The writer relates having lost a son in childbirth and elaborates upon his wife's ill health.  He gives the names and birth information of his two surviving children as Fergus, born October 8, 1783, at Pointe Coupée, and Armand, born January 11, 1785, in New Orleans.  He states the reasons for wanting to send his wife and children to France and confesses not knowing that his father was 66 years old.  Duplantier affirms that his uncle Trénonay did not give him the plantation on which he resides, which was what the writer's other uncle, 'Lagoyête,' had told the addressee.  The addresser asserts that 'Mr. de lacize' [Nicolas de Lassize], commandant of the Pointe Coupée post, has said that he did not give 'Lagoyête' such information.  Duplantier points out that the plantation belonged to his wife's grandfather and that the writer bought it after the latter's death.  Duplantier says that he will try to have a portrait of himself done the next time that he is in New Orleans so as to send it and one of his younger sons to his parents.  He likewise requests portraits of his parents and discusses the seeds sent to him from Europe.  In closing, the addresser indicates that Fergus is called 'Plauton' because Duplantier remembers hearing that the recipient was given the same nickname when he was the child's age.  The writer extends his regards to a priest and a monk ('Mr. Le curé' and a 'penaillon').  He advises sending correspondence through the Brunaud brothers in Bordeaux, as they conduct business with Julien Poydras.	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; Duplantier, Augustine Gerard, 1762-1799--Health.; French--Family relationships--Louisiana.; Colonists--Family relationships--Louisiana.; Plantations--Louisiana--Pointe Coupee Parish.; Plantation owners--Louisiana--Pointe Coupee Parish.; Portraits--Louisiana--New Orleans.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/285	285	286.cpd	/p16313coll34/image/286.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/286	286	287.jp2	/p16313coll34/image/287.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/287	287	288.jp2	/p16313coll34/image/288.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/288	288	289.jp2	/p16313coll34/image/289.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/289	289	290.jp2	/p16313coll34/image/290.jp2
duplantierf02005e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/290	290	291.pdf	/p16313coll34/image/291.pdf
duplantierf02005f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/291	291	292.pdf	/p16313coll34/image/292.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1792 Aug. 02	1792-08-02	Armand Allard Duplantier, Pointe Coupée, informs his father, Joseph Allard Duplantier, of Claude Trénonay's gunshot murder by a slave on July 12.  He relates that the slave fired through the dining-room window while the victim was finishing dinner and later hung himself.  In the absence of a will, Duplantier states that he nominated Ricard de Rieutord to represent the deceased’s heirs.  The writer affirms that Ricard had been Trénonay's friend for 26 years and suggests that the nominee's was the only friendship the victim managed to keep.  The addresser states that there should be a 1765 or 1766 will at the late Mr. Bilion's law office in Voiron, France.  Duplantier states that his wife is doing better since he has established a new plantation at Baton Rouge and that they have a third son, who is fifteen months old.  He explains some of the details concerning successions in Louisiana.	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; Duplantier, Augustine Gerard, 1762-1799--Health.; Trénonay, Jean Claude, d. 1792--Death and burial.; Murder--Louisiana--Pointe Coupee Parish.; Slaveholders--Violence against--Louisiana--Pointe Coupee Parish.; Slaves--Louisiana--Pointe Coupee Parish.; Plantations--Louisiana--Baton Rouge.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/292	292	293.cpd	/p16313coll34/image/293.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/293	293	294.jp2	/p16313coll34/image/294.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/294	294	295.jp2	/p16313coll34/image/295.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/295	295	296.jp2	/p16313coll34/image/296.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/296	296	297.jp2	/p16313coll34/image/297.jp2
page 5																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/297	297	298.jp2	/p16313coll34/image/298.jp2
page 6																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/298	298	299.jp2	/p16313coll34/image/299.jp2
duplantierf02006g_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/299	299	300.pdf	/p16313coll34/image/300.pdf
duplantierf02006h_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/300	300	301.pdf	/p16313coll34/image/301.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1792 Dec. 01	1792-12-01	Armand Allard Duplantier, New Orleans, continues instructing his father, Joseph Allard Duplantier, on Claude Trénonay's succession.  He states that he will return to Pointe Coupée to run Trénonay's plantation with a manager, as he has placed a similar person on his own plantation, where the small number of slaves is easy to handle.  Duplantier discusses indigo and slaves, indicating that Trénonay was hard on the latter.  He explains that he will intervene on behalf of a mulatto woman to whom his late uncle had promised freedom and that he would also like to keep together two slave families originating from the time of his great-uncle.  The writer mentions dealings involving Mr. Faure, 'Mr. Blan' the surgeon (Joseph Etienne Blanc), André Gariot, and Mr. Ricard.  He recounts family illnesses and his plans to send wife and children to France.	Duplantier, Armand, 1753-1827.	Trénonay, Jean Claude, d. 1792--Estate.; Plantations--Louisiana--Pointe Coupee Parish.; Slaves--Louisiana--Pointe Coupee Parish.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/301	301	302.cpd	/p16313coll34/image/302.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/302	302	303.jp2	/p16313coll34/image/303.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/303	303	304.jp2	/p16313coll34/image/304.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/304	304	305.jp2	/p16313coll34/image/305.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/305	305	306.jp2	/p16313coll34/image/306.jp2
duplantierf02008e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/306	306	307.pdf	/p16313coll34/image/307.pdf
duplantierf02008f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/307	307	308.pdf	/p16313coll34/image/308.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1793 Feb. 20	1793-02-20	Armand Allard Duplantier, Pointe Coupée, writes his father, Joseph Allard Duplantier, discussing indigo, slaves, and the status of his holdings.  He mentions that the Englishman who had been with his late uncle is now with the writer.  He relates preparations to send his oldest son to France and reiterates his wife's fear of crossing the ocean, a subject discussed in previous letters.  In the postscript, the addresser extends his regards to 'Le penaillon.'	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; French--Family relationships--Louisiana.; Colonists--Family relationships--Louisiana.; Slaves--Louisiana--Pointe Coupee Parish.; Plantation overseers--Louisiana--Pointe Coupee Parish.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/308	308	309.cpd	/p16313coll34/image/309.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/309	309	310.jp2	/p16313coll34/image/310.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/310	310	311.jp2	/p16313coll34/image/311.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/311	311	312.jp2	/p16313coll34/image/312.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/312	312	313.jp2	/p16313coll34/image/313.jp2
