Title	Compound	Notes	Date	Photographer	Index Terms	Item Number	Collection Name	Digital Type	Digital Size	Original Type/Size	Rights	Collection Source	Repository Collection Guide	Source	Cite As	Contact and Ordering Information	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
A1. Map of Singer and Ayer Tracts (front)		James T. Tanner's hand-drawn map of ivory-billed woodpecker sightings in Singer and Ayer Tracts, Madison Parish, Louisiana.	ca. 1940	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Maps	4171101r	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2052 ppi x 2560 ppi	Pencil on paper; 67 cm. x 76 cm.	Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/49	49	50.jpg	/Tensas/image/50.jpg
A2. Map of Singer and Ayer Tracts (reverse)		James T. Tanner's hand-drawn map of ivory-billed woodpecker sightings in Singer and Ayer Tracts, Madison Parish, Louisiana	ca. 1940	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Maps	4171101v	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2051 ppi x 2560 ppi	Pencil on paper; 67 cm. x 76 cm.	Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Records, Louisiana State University Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/50	50	51.jpg	/Tensas/image/51.jpg
Rainey Lake, Greenlea[f] Bend, May 1937		Singer Tract, Madison Parish, LA.	May 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Lakes--Photographs	4171013p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1850 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/51	51	52.jpg	/Tensas/image/52.jpg
Oil [old?] field near Mack's Bayou, May1937		Singer Tract, Madison Parish, LA.	May 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171015p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1856 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/52	52	53.jpg	/Tensas/image/53.jpg
Gum ridge, May 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171019, q.v.]	May 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;Sweetgum--Photographs	4171016p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1876 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/53	53	54.jpg	/Tensas/image/54.jpg
Gum ridge, May 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171018, q.v.]	May 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;Sweetgum--Photographs	4171017p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1859 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/54	54	55.jpg	/Tensas/image/55.jpg
Mixed woods, May or June 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171024, q.v.]	May/June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171020p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1863 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/55	55	56.jpg	/Tensas/image/56.jpg
Mixed woods, May or June 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171023, q.v.]	May/June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171021p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1863 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/56	56	57.jpg	/Tensas/image/57.jpg
Little Bear Lake, June 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171036, q.v.]	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Little Bear Lake (La.)--Photographs	4171024p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1842 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/57	57	58.jpg	/Tensas/image/58.jpg
Woods near John's Bayou, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171025p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1854 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/58	58	59.jpg	/Tensas/image/59.jpg
Tops of sweetgum trees (in John's Bayou or Greenleaf Bend areas), June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171026p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1858 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/59	59	60.jpg	/Tensas/image/60.jpg
Gum ridge woods, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171027p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1862 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/60	60	61.jpg	/Tensas/image/61.jpg
Woods on "old field," June 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171040, q.v.]	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171030p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1845 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/61	61	62.jpg	/Tensas/image/62.jpg
Woods on "old field," June 1937		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171039, q.v.]	June 1937	James T. Tanner	Forests--Louisiana--Madison Parish--Photographs;Tensas River National Wildlife Refuge (La.)--Photographs	4171031p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1861 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/62	62	63.jpg	/Tensas/image/63.jpg
Cut-over wood near Singer Tract, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;Logging--Louisiana--Madison Parish--Photographs	4171035p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1859 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/63	63	64.jpg	/Tensas/image/64.jpg
Recently logged woods in Ayer Tract in McGill Bend, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;Logging--Louisiana--Madison Parish--Photographs	4171036p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1862 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/64	64	65.jpg	/Tensas/image/65.jpg
Ash tree with ivory-billed woodpecker roosting holes, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Ash (plants)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171039p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1857 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/65	65	66.jpg	/Tensas/image/66.jpg
Overcup oak flat, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171040p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1837 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/66	66	67.jpg	/Tensas/image/67.jpg
Salty spring and deer lick near Methiglum Bayou, June 1937		Singer Tract, Madison Parish, LA.	June 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171041p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1853 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/67	67	68.jpg	/Tensas/image/68.jpg
Poison ivy, climbing, July 1937		Singer Tract, Madison Parish, LA.	July 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;Poison ivy--Photographs	4171044p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1840 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/68	68	69.jpg	/Tensas/image/69.jpg
Poison ivy, erect, July 1937		Singer Tract, Madison Parish, LA.	July 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;Poison ivy--Photographs	4171045p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1850 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/69	69	70.jpg	/Tensas/image/70.jpg
Tensas River, December 1937		Singer Tract, Madison Parish, LA.	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Tensas River (La.)--Photographs	4171046p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1846 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/70	70	71.jpg	/Tensas/image/71.jpg
Woods near John's Bayou, December 1937		Singer Tract, Madison Parish, LA.	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171047p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1836 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/71	71	72.jpg	/Tensas/image/72.jpg
Greenleaf Bend, gum ridge near Rainey Lake, December 1937		Singer Tract, Madison Parish, LA.	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171050p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1850 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/72	72	73.jpg	/Tensas/image/73.jpg
Old field near Ramsey Bayou, December 1937		Singer Tract, Madison Parish, LA.. [This image shows a different view than that in 4171053, q.v.]	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171051p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1849 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/73	73	74.jpg	/Tensas/image/74.jpg
