Title	Author	Date	Dates	Physical Description	Description / Notes	Biographical Note	Language	Type	Subjects	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Item URL	Contributors	Publisher	Format	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/183	183	184.jp2	/p16313coll8/image/184.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/184	184	185.jp2	/p16313coll8/image/185.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/185	185	186.jp2	/p16313coll8/image/186.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/186	186	187.jp2	/p16313coll8/image/187.jp2
5b02f1217e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/187	187	188.pdf	/p16313coll8/image/188.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864 May 13	Babin, Frank.	1864-05-13	1864	letter (4p.)	Frank Babin, Cotton Press Prison, New Orleans, writes to Henrietta Lauzin.  He begins in a joking manner, stating 'How do you like the name of our magnificent and most secluded- quiet and safe hotel?'  He  then informs her that he will buy Francis Palms' pipe, but states 'I do not like to trust it to the person Frank requested me to- as I am afraid he will make use of it- for his own special benefit.' Additionally, he comments on his living conditions stating, 'Our quarters are pretty good- but too much crowded.  There is a good deal of sickness.'  Before closing he states that he has enclosed a ring and asks Henrietta to deliver it to Miss Marie.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; New Orleans (La.)--History--Civil War, 1861-1865.; Louisiana--History--Civil War, 1861-1865--Prisoners and prisons.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/188	188	189.cpd	/p16313coll8/image/189.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/189	189	190.jp2	/p16313coll8/image/190.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/190	190	191.jp2	/p16313coll8/image/191.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/191	191	192.jp2	/p16313coll8/image/192.jp2
5b02f1218d_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/192	192	193.pdf	/p16313coll8/image/193.pdf
Letter from Amelia Faulkner to Henrietta Lauzin, 1864 May 24	Faulkner, Amelia.	1864-05-24	1864	letter (3p.)	Amelia Faulkner, Faulkland Plantation, Louisiana, writes to Henrietta Lauzin, informing Henrietta that her brother, Paul Lauzin, had been killed in battle.   She states that Capt. Froman had informed her father that 'Paul had been killed in a fight on Bayou La fourche on the 13 of July...'.  Before closing she states 'We have each and every one of us what we hold most dear, exposed to the same but we would rather have them so, than fear to do their duty.'	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Lauzin, Paul, d. 1864--Death and burial.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/193	193	194.cpd	/p16313coll8/image/194.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/194	194	195.jp2	/p16313coll8/image/195.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/195	195	196.jp2	/p16313coll8/image/196.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/196	196	197.jp2	/p16313coll8/image/197.jp2
5b02f1219d_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/197	197	198.pdf	/p16313coll8/image/198.pdf
Letter from Amelia Faulkner to Henrietta Lauzin, 1864 Jun. 26	Faulkner, Amelia.	1864-06-26	1864	letter (3p.)	Amelia Faulkner, Faulkland Plantation, Louisiana, writes to Henrietta Lauzin.  She comments that she does not think Henrietta received her last letter and sympathizes with Henrietta over the loss of her brother, stating 'Paul has gone to a land where sickness and sorrow are felt and feared no more.'  She then informs Henrietta that she will be moving to a new and smaller house that evening.	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Lauzin, Paul, d. 1864--Death and burial.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/198	198	199.cpd	/p16313coll8/image/199.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/199	199	200.jp2	/p16313coll8/image/200.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/200	200	201.jp2	/p16313coll8/image/201.jp2
Letter from Francis palms to Henrietta Lauzin and Marie Allain, 1864 Jun. 30	Palms, Francis F., 1837-1904.	1864-06-30	1864	letter (2p.)	Francis Palms , 'An Old Parsonage', writes to Henrietta Lauzin and Marie Allain stating that he will try to send them a longer letter before leaving and requesting that 'H' send him his shirt and vest buttons.  In the postscript he states 'I am staying at my old home'.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Allain, Marie.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/201	201	202.cpd	/p16313coll8/image/202.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/202	202	203.jp2	/p16313coll8/image/203.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/203	203	204.jp2	/p16313coll8/image/204.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/204	204	205.jp2	/p16313coll8/image/205.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/205	205	206.jp2	/p16313coll8/image/206.jp2
5b02f1221e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/206	206	207.pdf	/p16313coll8/image/207.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864 Aug. 06	Babin, Frank.	1864-08-06	1864	letter (4p.)	Frank Babin, 'Pine Woods-Bayou Flacon Near Alexandria, Louisiana', writes Henrietta Lauzin, Honey Suckle Grove, West Baton Rouge, to inform her that he has been exchanged.  He also sympathizes with her regarding the death of her brother stating 'I write now to tell you how deeply I sympathize with you and your kind mother in this your great sorrow.'  In the postscript he informs her that he and Frank are going to Shreveport and states 'A word in secret- Kiss Miss. Marie for me- just as I would do it.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/207	207	208.cpd	/p16313coll8/image/208.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/208	208	209.jp2	/p16313coll8/image/209.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/209	209	210.jp2	/p16313coll8/image/210.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/210	210	211.jp2	/p16313coll8/image/211.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/211	211	212.jp2	/p16313coll8/image/212.jp2
Page 5												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/212	212	213.jp2	/p16313coll8/image/213.jp2
Letter from Francis Palms to Henrietta Lauzin, 1864 Aug. 21	Palms, Francis F., 1837-1904.	1864-08-21	1864	letter (5p.)	Francis Palms, 'Starvation Hollow, Near Alexandria, Louisiana', writes to Henrietta Lauzin, Honey Suckle Grove, West Baton Rouge, to inform her of his recent travels, including his time in the Capital, , possibly referring to Shreveport, which was the capital of Confederate Louisiana at this time.  In reference to his time in the Capital he states, 'I never became so tired of a place in my life- the fare was meager and the prices exorbitant $20 per day- fruits were in abundance- melons were plentiful and in consequence I was never melon-choly.' He then recounts the last eight letters Henrietta had sent to him and comments on their contents before closing.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Food prices--Louisiana.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/213	213	214.cpd	/p16313coll8/image/214.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/214	214	215.jp2	/p16313coll8/image/215.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/215	215	216.jp2	/p16313coll8/image/216.jp2
5b02f1223c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/216	216	217.pdf	/p16313coll8/image/217.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864 Sep. 27	Babin, Frank.	1864-09-27	1864	letter (2p.)	Frank Babin, 'Near Pineville', Louisiana, writes to Henrietta Lauzin, West Baton Rouge, to inform her of his misfortune following being released from prison.  He states, 'The Yankees and Jay-hawkers took all I had whilst they were here- and after they left the Confederate Soldiers took what was left.'  He continues, stating, 'I am not well, am suffering terribly with sore eyes' and explains that he is currently on furlough.  Before closing he requests that Henrietta give 'a sweet- very sweet kiss to Miss Marie.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865--Confiscations and contributions.; Confiscations--Confederate States of America.; Louisiana--History--Civil War, 1861-1865--Prisoners and prisons.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/217	217	218.cpd	/p16313coll8/image/218.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/218	218	219.jp2	/p16313coll8/image/219.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/219	219	220.jp2	/p16313coll8/image/220.jp2
5b02f1224c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/220	220	221.pdf	/p16313coll8/image/221.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864 Nov. 15	Babin, Frank.	1864-11-15	1864	letter (2p.)	Frank Babin, Alexandria, Louisiana, writes to  Henrietta Lauzin, West Baton Rouge, to inform her that he is going to be appointed to a new post wherein he is responsible for reviewing the incoming and outgoing letters for details regarding sensitive information.  He then comments on the high price of articles stating 'Just to think a pound of butter $10.00, a bushel of meal $10.00, a pound of bacon $5.00, and flour $3.00 a pound.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Food prices--Louisiana.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/221	221	222.cpd	/p16313coll8/image/222.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/222	222	223.jp2	/p16313coll8/image/223.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/223	223	224.jp2	/p16313coll8/image/224.jp2
5b02f1225c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/224	224	225.pdf	/p16313coll8/image/225.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864 Nov. 21	Babin, Frank.	1864-11-21	1864	letter (2p.)	Frank Babin, Camp 2d La Cavalry, On Smith's Plantation, Near Cheneyville, Bayou Boeuf, Louisiana, writes to Henrietta Lauzin, West Baton Rouge, informing her that he has rejoined his command, which he describes as 'quite unpleasant'.  Before closing, he asks that she write him often.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/225	225	226.cpd	/p16313coll8/image/226.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/226	226	227.jp2	/p16313coll8/image/227.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/227	227	228.jp2	/p16313coll8/image/228.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/228	228	229.jp2	/p16313coll8/image/229.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/229	229	230.jp2	/p16313coll8/image/230.jp2
Letter from Joseph D. Hunstock to Henrietta Lauzin, 1864 Nov. 26	Hunstock, Joseph D.	1864-11-26	1864	letter (4p.)	Joseph D. Hunstock, Clinton, Louisiana, writes to Henrietta Lauzin, Baton Rouge, thanking her for her letter.  He states that he and Alex have 'enjoyed excellent health', but states that his 'head is getting quite white from the troubles of this cruel war.'	Joseph D. Hunstock (d. 1903) enlisted as a corporal and was assigned to Company B within the 1st Louisiana Cavalry. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/230	230	231.cpd	/p16313coll8/image/231.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/231	231	232.jp2	/p16313coll8/image/232.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/232	232	233.jp2	/p16313coll8/image/233.jp2
5b02f1227c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/233	233	234.pdf	/p16313coll8/image/234.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864	Babin, Frank.	1864	1864	letter (2p.)	Frank Babin writes to Henrietta Lauzin, West Baton Rouge.  He discusses his sister's fianc, Mr. Caldwell, and stresses that although 'the Yanks banished him' he was no Confederate.  He states  'When the war broke out he pretended to be a good southerner, and all that- but as New Orleans fell- was he not among the first to meet the foe at B. Rouge and welcome them in town.'  He then comments on Henrietta's suitors, particularly a Mr. Jules A., and states that she should 'drop him at once, he is not of the right stripe.'  Referring to the state of their Company, he comments that more soldiers are deserting, stating that they are 'low-borned cowards... nothing but hog thieves and scoundrels.'  He closes by stating that  'I only loved Miss M---- and it grieves not a little to have to say give her up.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/234	234	235.cpd	/p16313coll8/image/235.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/235	235	236.jp2	/p16313coll8/image/236.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/236	236	237.jp2	/p16313coll8/image/237.jp2
5b02f1227c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/237	237	238.pdf	/p16313coll8/image/238.pdf
