Title	Description	Size	Date	Time period	Subject	Provenance continent	Provenance country	Provenance state or other	Associated artifacts	Storage location	File Name	Creator	Contributors	Publisher	Type	Format	Identifier	Language	Relation	Rights	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Contact and Ordering Information	Repository	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Korean doll	Female adult, composition head covered with fabric, wire support arms, molded and painted features, black wig, cloth body, traditional lady's hairstyle of Korea, flower decorated hair-dress, white under-pants, deep pink long skirt(Chi-ma), long sleeve Cho-go-ri(blouse) has several colors on sleeves, white long hand-cover, brown wide belt tied on back, all, machine-made. Accompanying information describes that the costume of the Korean dancer has very long sleeves. The hands are not shown. The long sleeves serve as flags or banners. Note the hair-dress.	29 cm			Dolls	Asia	Korea			Box 10																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/189	189	190.cpd	/p16313coll9/image/190.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/190	190	191.jp2	/p16313coll9/image/191.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/191	191	192.jp2	/p16313coll9/image/192.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/192	192	193.jp2	/p16313coll9/image/193.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/193	193	194.jp2	/p16313coll9/image/194.jp2
Irish woman doll, 1830	Female adult, composition head on cloth body, wire supported arms, felt hands and limbs, molded and painted features, white cotton under-pants and skirt, red wool skirt, floral print dress tucked up in front, white lace decorated cap, grey knitted shawl. Accompanying information describes as Sligo(1830). The Irish woman wore colorful clothing, a homespun skirt was tucked up in front showing a fancy petticoat or a fancy dress was tucked up at the sides showing a homespun skirt. She also wore a lace mop cap or a knitted snood and a fancy shawl. The costume is hand-made in Ireland. Doll body, hand and machine-made.	19 cm		1830s	Dolls	Europe	Ireland			Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/194	194	195.cpd	/p16313coll9/image/195.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/195	195	196.jp2	/p16313coll9/image/196.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/196	196	197.jp2	/p16313coll9/image/197.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/197	197	198.jp2	/p16313coll9/image/198.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/198	198	199.jp2	/p16313coll9/image/199.jp2
Moro man doll, Philippines	Male adult, Moro man doll, composition head covered with fabric, wire supported arms and limbs, molded and painted features, black wig, red head band, yellow satin jacket with bead buttons, red satin pants tapered down at ankles, green striped sash tied with big knife, standing on round wooden-plate. Accompanying information describes as a dancer and fighter of the Philippines. Designed and made in the Philippines, 1850s. Doll body is machine-made. Costume, hand and machine-made.	26 cm		1850s	Dolls	Asia	Philippines			Box 10																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/199	199	200.cpd	/p16313coll9/image/200.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/200	200	201.jp2	/p16313coll9/image/201.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/201	201	202.jp2	/p16313coll9/image/202.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/202	202	203.jp2	/p16313coll9/image/203.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/203	203	204.jp2	/p16313coll9/image/204.jp2
Ella Cinders doll	Female child, Ella Cinders Doll, composition head on cloth body, composition arms and limbs, jointed at shoulders and hips, molded and painted features and hair, white all-in-one underwear, blue floral print knee length dress has flat round collar, back opening, black flat sole shoes with instep, knitted socks, company label, ELLA CINDERS, HORSMAN DOLL, manufactured doll body, underwear, hand-made, dress is hand and machine-made. Accompanying  information describes that this doll was popular for a short time.	44 cm		1830	Dolls	North America	USA			Box 9																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/204	204	205.cpd	/p16313coll9/image/205.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/205	205	206.jp2	/p16313coll9/image/206.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/206	206	207.jp2	/p16313coll9/image/207.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/207	207	208.jp2	/p16313coll9/image/208.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/208	208	209.jp2	/p16313coll9/image/209.jp2
Mexican doll	Female adult, plant woven face and all body, two colors, no other materials, wide brim hat, full length skirt, standing on wooden plate, all, hand-made. Accompanying information describes as a Mexican doll. Mexico has become a land of dolls. These are made of many different kinds of materials and in numerous different ways. The Mexicans have great skill in putting character into their dolls and show great ingenuity and patience in whatever type of doll they undertake to make. The hats of Mexican dolls are beautifully handwoven.  No matter how small and cheap a doll may be, the hat is properly made.	21 cm			Dolls	South America	Mexico			Box 11																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/209	209	210.cpd	/p16313coll9/image/210.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/210	210	211.jp2	/p16313coll9/image/211.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/211	211	212.jp2	/p16313coll9/image/212.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/212	212	213.jp2	/p16313coll9/image/213.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/213	213	214.jp2	/p16313coll9/image/214.jp2
India-Pakistan man	Male adult, India-Pakistan man, cloth head and all body, molded and painted features, black curly long hair, peach color under-pants, same color fabric draped on all body, dried fruit-like bead necklace, he is holding small wooden jar and long stick, doll body, hand and machine-made, costume, machine-made. Accompanying information describes that the costume of the man is draped over the body. Hair is worn long.	28 cm			Dolls	Asia	India-Pakistan		India-Pakistan woman	Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/214	214	215.cpd	/p16313coll9/image/215.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/215	215	216.jp2	/p16313coll9/image/216.jp2
Detail 1																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/216	216	217.jp2	/p16313coll9/image/217.jp2
Detail 2																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/217	217	218.jp2	/p16313coll9/image/218.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/218	218	219.jp2	/p16313coll9/image/219.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/219	219	220.jp2	/p16313coll9/image/220.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/220	220	221.jp2	/p16313coll9/image/221.jp2
India-Pakistan woman	Female adult, India-Pakistan woman, cloth head and all body, molded and painted features, black long and braided hair, pink satin pants, knee length dress decorated with metallic trimming, two bangles on each wrist, whole body covering, lace replaced on face area, covering has front opening. Accompanying information describes that the woman is not allowed to appear without a covering over her face.	27 cm			Dolls	Asia	India-Pakistan		India-Pakistan man	Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/221	221	222.cpd	/p16313coll9/image/222.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/222	222	223.jp2	/p16313coll9/image/223.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/223	223	224.jp2	/p16313coll9/image/224.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/224	224	225.jp2	/p16313coll9/image/225.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/225	225	226.jp2	/p16313coll9/image/226.jp2
Scotch boy doll	Male child, Scotch boy doll, composition head on hard board body, composition arms and legs, molded and painted features, jointed at shoulders and hips, glass eyes, open mouth with four teeth, painted boots, black fur hat, plaid kilt above knee length skirt with fur decoration on front, orange felt jacket with golden pin on front neck and golden buttons on cuffs, brown belt, diagonal shoulder straps of white and plaid, doll body and costume, machine-made. Accompanying information describes that the dress of men and boy of Scotland.	30 cm			Dolls	Europe	Scotland			Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/226	226	227.cpd	/p16313coll9/image/227.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/227	227	228.jp2	/p16313coll9/image/228.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/228	228	229.jp2	/p16313coll9/image/229.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/229	229	230.jp2	/p16313coll9/image/230.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/230	230	231.jp2	/p16313coll9/image/231.jp2
Russian man doll	Male adult, Russian man, all hand-carved wooden doll ,painted features, mid-calf length robe painted with blue, black, and red stripes, upper robe painted with red stripes, head covering, standing on wooden plate. Accompanying information describes that this doll is hand-carved in Russia.	21 cm			Dolls	Europe	Russia			Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/231	231	232.cpd	/p16313coll9/image/232.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/232	232	233.jp2	/p16313coll9/image/233.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/233	233	234.jp2	/p16313coll9/image/234.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/234	234	235.jp2	/p16313coll9/image/235.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/235	235	236.jp2	/p16313coll9/image/236.jp2
Wooden image found in New Orleans	Image, wooden image found in New Orleans, all wood, face painted with pink, hair painted with purple, red stripes painted on body, hand carved. Accompanying information describes that sometime during the fourth century A.D. the Italians became interested in making doll-like figures to represent the Christ child and his worshipers and to exhibit them in their churches at Christmas time. Sermons which were delivered in the year 400 A.D. refer to a Christmas crib in which were figures of the Holy Family.Later the Magi were added as well as town folk. This figure was found in the wall of an old church in New Orleans.	12 cm			Dolls					Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/236	236	237.cpd	/p16313coll9/image/237.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/237	237	238.jp2	/p16313coll9/image/238.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/238	238	239.jp2	/p16313coll9/image/239.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/239	239	240.jp2	/p16313coll9/image/240.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/240	240	241.jp2	/p16313coll9/image/241.jp2
Indian man doll	Male adult, Indian man, hand carved wooden doll, skirt like costume for whole body, several colors of fabrics, negative applique work, hand-made. Accompanying information describes that this Indian man was used for religious services in the Canal Zone.	37 cm			Dolls	Central America				Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/241	241	242.cpd	/p16313coll9/image/242.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/242	242	243.jp2	/p16313coll9/image/243.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/243	243	244.jp2	/p16313coll9/image/244.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/244	244	245.jp2	/p16313coll9/image/245.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/245	245	246.jp2	/p16313coll9/image/246.jp2
Hawaiian Holoku man	48a: Male adult, Hawaiian Holuku man, cloth head and body, painted features, yarn hair, yellow felt cape on upper body, yellow felt head dress, brown printed loin cloth, he is holding a long stick, machine-made. Accompanying information describes that the Hawaiian holuku has an interesting history. It was a creation of the missionaries who came to Hawaii about 1820. The good New Englanders were shocked at the happy state of undress in which they found the Hawaiians and they set about it at once to clothe their converts. The trouble was to find a style which would adequately cover those ample brown bodies and yet be simple to sew. After some thought they hit upon the very thing, the Mother Hubbard, a style common to New England of that day. Additions have been made to the basic style since then--a train, a fancy petticoat, ruffles, and so on. But the sweeping princess lines of the original dress remain the same. At pUblic functions and even on the streets you will see these elderly dignified Hawaiian ladies in bright flowered holokus, the train draped over an arm and wearing either flowers in their hair or large hand-woven hauhala hats decorated with a lei of flowers or bright feathers. The holoku is worn by women of every race in the Islands but, none with quite the charm and dignity of the Hawaiians. The word holoku means literally stop-go referring to the movement of the sewing machine. The Muumuu (literally cut off-sleeves cot off) was used originally as an under-garment, a night-gown or even a bathing dress. The modern version has now become as popular a day time dress as its more aristocratic sister the holoku.	23 cm			Dolls	Asia	Hawaii	Honolulu	Hawaiian Holoku woman	Box 10																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/246	246	247.cpd	/p16313coll9/image/247.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/247	247	248.jp2	/p16313coll9/image/248.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/248	248	249.jp2	/p16313coll9/image/249.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/249	249	250.jp2	/p16313coll9/image/250.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/250	250	251.jp2	/p16313coll9/image/251.jp2
Hawaiian Holoku woman	Female adult, Hawaiian woman, cloth head and all body, painted features, yarn hair decorated with yellow paper flower, red and green tropical print dress, self fabric ruffle on neckline and hem, pointed back train on skirt, bottom of body label, HANDMADE THELMA TAYLOR HONOLULU, for more information see Hawaiian Holoku man. Doll is machine-made. Costume, hand and machine-made.	20 cm			Dolls	Asia	Hawaii	Honolulu	Hawaiian Holoku man	Box 10																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/251	251	252.cpd	/p16313coll9/image/252.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/252	252	253.jp2	/p16313coll9/image/253.jp2
Detail 1																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/253	253	254.jp2	/p16313coll9/image/254.jp2
Detail 2																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/254	254	255.jp2	/p16313coll9/image/255.jp2
Detail 3																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/255	255	256.jp2	/p16313coll9/image/256.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/256	256	257.jp2	/p16313coll9/image/257.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/257	257	258.jp2	/p16313coll9/image/258.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/258	258	259.jp2	/p16313coll9/image/259.jp2
Hua Moo Lan of China	Female adult, Hua Moo-Lan of China, composition head on hard board body, composition forearms, molded and painted features, dress decorated with feather, metallic trimming, big pink fabric flower on upper front body, very elaborate hair-dress, two wings on shoulders, standing on yellow-wooden plate, all, hand and machine-made. Accompanying information describes that Hua Moo-Lan, was a gi.rl and also a well known soldier during the 6th century when China was divided into many states or small nations. During that period all states were at war with one another. Moo-Lan's father, an officer of the Han State, was supposed to lead an army to defend the country, however, he was old and had no sons except the daughter Moo-Lan, therefore, Moo-Lan, who loved her father dearly, disguised herself as a man, to take her father's place as an officer, and to lead the country to fight the enemies. She fought side by side for many years with her fellow soldiers and officers but none had discovered that she was a girl except to respect her as a brave soldier and an able general. Finally her army defeated the enemies. She became the nation's great hero and then her father announced that she was a young lady, not a man, therefore, the Ruler of Han State paid special respect to her and proclaimed her as a most filial piety daughter of the nation (This description was written by a Chinese woman).	29 cm			Dolls	Asia	China			Box 10																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/259	259	260.cpd	/p16313coll9/image/260.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/260	260	261.jp2	/p16313coll9/image/261.jp2
Detail																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/261	261	262.jp2	/p16313coll9/image/262.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/262	262	263.jp2	/p16313coll9/image/263.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/263	263	264.jp2	/p16313coll9/image/264.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/264	264	265.jp2	/p16313coll9/image/265.jp2
Bali authentic doll	Female adult, Bali authentic doll, plant stem(?) head and all body, different kind of hand-woven body and hair-dress, stitched figures, fans out head shape has scallop edge, earrings, label, MADE IN THE ISLAND OF BALI, N.E.I., ONLY BALI AUTHENTIC DOLLS, THE FIGURE OF TJILI DOMINATES ALL FORMS OF ART AND WORSHIP. IN THE ISLAND OF BALI IT IS REGARDED AS A SYMBOL OF FERTILITY AND GOOD FORTUNE. No. 646, S.S.Sarna, hand-made.	30cm			Dolls	Asia	Indonesia	Bali		Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/265	265	266.cpd	/p16313coll9/image/266.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/266	266	267.jp2	/p16313coll9/image/267.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/267	267	268.jp2	/p16313coll9/image/268.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/268	268	269.jp2	/p16313coll9/image/269.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/269	269	270.jp2	/p16313coll9/image/270.jp2
Doll from Turkey	Female adult, Turkish woman, papier-mache on cloth body, wire supported arms and limbs, molded and painted features, brown hair, hair and lower face covered with short veil, green shiny fabric jacket with metallic trimming, red belt, light purple full pants gathered at ankles, all body padded for soft appearance, wire came out from shoes heel, machine and hand-made.	21 cm			Dolls	Asia	Turkey			Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/270	270	271.cpd	/p16313coll9/image/271.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/271	271	272.jp2	/p16313coll9/image/272.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/272	272	273.jp2	/p16313coll9/image/273.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/273	273	274.jp2	/p16313coll9/image/274.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/274	274	275.jp2	/p16313coll9/image/275.jp2
Doll from Denmark	Female adult, The national doll of Denmark, celluloid head and all body, jointed at shoulders and hips, molded and painted features, light color hair, blue eyes, black painted shoes, lace trimmed white cotton underwear and under-skirt, full length black dress, lace trimmed sleeves, white lace trimmed hair cap tied with white ribbon on front and back, all, machine-made. Accompanying information describes that the doll is dressed in the national wedding dress of Denmark. All wedding dresses were made of black material. A white apron and black head piece were worn. The doll was brought to Baton Rouge in 1965.	32 cm			Dolls	Europe	Denmark			Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/275	275	276.cpd	/p16313coll9/image/276.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/276	276	277.jp2	/p16313coll9/image/277.jp2
Detail																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/277	277	278.jp2	/p16313coll9/image/278.jp2
Dutch doll	Female child, Dutch doll, composition head and all body, jointed at shoulders and hips, sleeping eyes, open mouth with two teeth, blonde hair wig, long and curly, floral print underwear, black skirt, blue apron with embroidery needle-work, black velvet jacket, embroidery trimmed sleeve edges, black poncho-like shawl has tassel and golden heart-shaped button, needle work at back of shawl, blue plaid ribbon on front neck, black lace trimmed bonnet, needle-work, flat sole black shoes and knitted socks, manufactured doll body, costume, hand and machine-made. Accompanying information describes that this dutch doll was brought from Holland in the early 1960s. The dress is a typical Holland dress worn for celebrations. The needle-work is typical of that used in costumes in Holland. Doll's right limb was cracked vertically.	28 cm		1960s	Dolls	Europe	Holland			Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/278	278	279.cpd	/p16313coll9/image/279.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/279	279	280.jp2	/p16313coll9/image/280.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/280	280	281.jp2	/p16313coll9/image/281.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/281	281	282.jp2	/p16313coll9/image/282.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/282	282	283.jp2	/p16313coll9/image/283.jp2
China head doll 1890s	Female adult, China shoulder head on cloth body, china forearms and lower limbs with molded boots, molded and painted features and hair, blonde, jointed at shoulders and hips, linen underwear trimmed with tucks and lace, pleats skirt mid-calf length, high neck long jacket with nine buttons, big self fabric bow at back of jacket, all, hand and machine-made. Accompanying information describes that the body of the doll is covered with cloth pages from children books. Flags of many nations is design of cloth. Many pages had a,b,c, letters used in the design.	37 cm		1890s	Dolls					Box 8																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/283	283	284.cpd	/p16313coll9/image/284.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/284	284	285.jp2	/p16313coll9/image/285.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/285	285	286.jp2	/p16313coll9/image/286.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/286	286	287.jp2	/p16313coll9/image/287.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/287	287	288.jp2	/p16313coll9/image/288.jp2
China head doll 1880s	Female adult, China shoulder head on cloth body, china forearms and lower limbs with molded boots, molded and painted features and hair, blonde, jointed at shoulders and hips, lace trimmed white linen underwear, lace trimmed white linen under-skirt, horizontal machine tucks, brown and black stripped dress, cuffs and neckline lace trimmed, front skirt has three layers, tucked vertically, back skirt has two layers, tucked to hip area golden brown and cross pin, all, machine and hand-made. Accompanying information describes that the doll is dressed in an infare dress--or the second day dress of the bride. Infare, an old English word meaning second day. The brides parents gave a big dinner for the bride the day she was married. On the second day, the groom's parents gave a big dinner which was called the infare dinner. The bride, the bride's mother and the groom's mother all had new dresses for the dinner called Infare Dresses. The material of this dress was used for an infare dress. The lace on the underwear is old. Chaucer uses the word infare in a poem.	37 cm		1880s	Dolls					Box 3																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/288	288	289.cpd	/p16313coll9/image/289.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/289	289	290.jp2	/p16313coll9/image/290.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/290	290	291.jp2	/p16313coll9/image/291.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/291	291	292.jp2	/p16313coll9/image/292.jp2
